Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704717A
Comment,
Iridium IMEI,300434063144940

Report Period Begins,2018.11.26 17:45:00
Report Period Ends,2023.12.12 14:19:24

Report File Number,1 of 1
File Coverage Begins,2018.11.26 17:45:00
File Coverage Ends,2023.12.12 14:19:24

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.26 17:45:00,2018.11.26 17:45:00,,,,,,,,,,,,,,,,,,25,,2018.11.26 18:09:38,1,,,,Roof Test,No,
2018.11.26 17:45:09,2018.11.26 17:45:00,,,,2018.11.26 17:45:09,Resolved QFP,33.384393,-111.811102,12S,3694196,424559,390,,2.4,0x04980280,6,,,,,2018.11.26 18:09:38,1,,,,Roof Test,No,
2018.11.26 18:00:00,2018.11.26 18:00:00,,,,,,,,,,,,,,,,,,29,,2018.11.26 18:09:38,1,,,,Roof Test,No,
2018.11.26 18:00:19,2018.11.26 18:00:00,,,,2018.11.26 18:00:19,Resolved QFP,33.384452,-111.811078,12S,3694202,424562,390,,1.1,0x84986280,9,,,,,2018.11.26 18:09:38,1,,,,Roof Test,No,
2018.11.26 18:09:38,2018.11.26 18:09:38,,,,,,,,,,,,,,,,,,,Hit,2018.11.26 18:09:38,1,No,No,,,No,
2018.11.26 18:09:38,2018.11.26 18:09:38,4,33.35027,-111.80938,,,,,,,,,,,,,,,,,2018.11.26 18:09:38,,,,,,,
2018.11.26 18:15:00,2018.11.26 18:15:00,,,,,,,,,,,,,,,,,,29,,2018.11.26 18:39:37,1,,,,Roof Test,No,
2018.11.26 18:15:14,2018.11.26 18:15:00,,,,2018.11.26 18:15:14,Resolved QFP,33.384398,-111.810990,12S,3694196,424570,401,,1.4,0x84980200,6,,,,,2018.11.26 18:39:37,1,,,,Roof Test,No,
2018.11.26 18:30:00,2018.11.26 18:30:00,,,,,,,,,,,,,,,,,,30,,2018.11.26 18:39:37,1,,,,Roof Test,No,
2018.11.26 18:30:09,2018.11.26 18:30:00,,,,2018.11.26 18:30:09,Resolved QFP,33.384500,-111.811125,12S,3694208,424557,374,,1.0,0xC4980280,8,,,,,2018.11.26 18:39:37,1,,,,Roof Test,No,
2018.11.26 18:39:37,2018.11.26 18:39:37,,,,,,,,,,,,,,,,,,,Hit,2018.11.26 18:39:37,1,No,No,,,No,
2018.11.26 18:39:37,2018.11.26 18:39:37,6,33.41790,-111.76945,,,,,,,,,,,,,,,,,2018.11.26 18:39:37,,,,,,,
2018.11.26 18:45:00,2018.11.26 18:45:00,,,,,,,,,,,,,,,,,,32,,2018.11.26 19:09:36,1,,,,Roof Test,No,
2018.11.26 18:45:09,2018.11.26 18:45:00,,,,2018.11.26 18:45:09,Resolved QFP,33.384318,-111.810983,12S,3694188,424570,432,,1.6,0xC0180280,6,,,,,2018.11.26 19:09:36,1,,,,Roof Test,No,
