Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704547A
Comment,
Iridium IMEI,300434063151270

Report Period Begins,2018.11.13 13:00:00
Report Period Ends,2018.11.13 15:15:50

Report File Number,1 of 1
File Coverage Begins,2018.11.13 13:00:00
File Coverage Ends,2018.11.13 15:15:50

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.13 13:00:00,2018.11.13 13:00:00,,,,,,,,,,,,,,,,,,11,,2018.11.13 13:15:50,1,,,,Roof Test,No,
2018.11.13 13:00:13,2018.11.13 13:00:00,,,,2018.11.13 13:00:13,Resolved QFP,33.384681,-111.811208,12S,3694228,424550,406,,1.7,0x51000832,7,,,,,2018.11.13 13:15:50,1,,,,Roof Test,No,
2018.11.13 13:15:00,2018.11.13 13:15:00,,,,,,,,,,,,,,,,,,8,,2018.11.13 13:15:50,1,,,,Roof Test,No,
2018.11.13 13:15:13,2018.11.13 13:15:00,,,,2018.11.13 13:15:13,Resolved QFP,33.384594,-111.811256,12S,3694218,424545,407,,1.8,0x51000832,7,,,,,2018.11.13 13:15:50,1,,,,Roof Test,No,
2018.11.13 13:15:50,2018.11.13 13:15:50,11,33.38040,-111.80938,,,,,,,,,,,,,,,,,2018.11.13 13:15:50,,,,,,,
2018.11.13 13:15:50,2018.11.13 13:15:50,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:15:50,1,No,No,,,No,
2018.11.13 13:30:00,2018.11.13 13:30:00,,,,,,,,,,,,,,,,,,7,,2018.11.13 13:45:50,1,,,,Roof Test,No,
2018.11.13 13:30:12,2018.11.13 13:30:00,,,,2018.11.13 13:30:12,Resolved QFP,33.384567,-111.811198,12S,3694215,424551,395,,1.0,0x51005812,8,,,,,2018.11.13 13:45:50,1,,,,Roof Test,No,
2018.11.13 13:45:00,2018.11.13 13:45:00,,,,,,,,,,,,,,,,,,6,,2018.11.13 13:45:50,1,,,,Roof Test,No,
2018.11.13 13:45:14,2018.11.13 13:45:00,,,,2018.11.13 13:45:14,Resolved QFP,33.384477,-111.811187,12S,3694205,424552,401,,1.0,0x51005812,8,,,,,2018.11.13 13:45:50,1,,,,Roof Test,No,
2018.11.13 13:45:50,2018.11.13 13:45:50,5,33.33185,-111.79342,,,,,,,,,,,,,,,,,2018.11.13 13:45:50,,,,,,,
2018.11.13 13:45:50,2018.11.13 13:45:50,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:45:50,1,No,No,,,No,
2018.11.13 14:00:00,2018.11.13 14:00:00,,,,,,,,,,,,,,,,,,5,,2018.11.13 14:15:51,1,,,,Roof Test,No,
2018.11.13 14:00:12,2018.11.13 14:00:00,,,,2018.11.13 14:00:12,Resolved QFP,33.384457,-111.811114,12S,3694203,424558,403,,1.1,0x13005812,8,,,,,2018.11.13 14:15:51,1,,,,Roof Test,No,
