Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704550A
Comment,
Iridium IMEI,300434063155290

Report Period Begins,2018.11.13 12:45:00
Report Period Ends,2018.11.13 15:22:18

Report File Number,1 of 1
File Coverage Begins,2018.11.13 12:45:00
File Coverage Ends,2018.11.13 15:22:18

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.13 12:45:00,2018.11.13 12:45:00,,,,,,,,,,,,,,,,,,19,,2018.11.13 13:12:21,1,,,,Roof Test,No,
2018.11.13 12:45:12,2018.11.13 12:45:00,,,,2018.11.13 12:45:12,Resolved QFP,33.384752,-111.811006,12S,3694236,424569,389,,1.9,0x51000832,7,,,,,2018.11.13 13:12:21,1,,,,Roof Test,No,
2018.11.13 13:00:00,2018.11.13 13:00:00,,,,,,,,,,,,,,,,,,10,,2018.11.13 13:12:21,1,,,,Roof Test,No,
2018.11.13 13:00:12,2018.11.13 13:00:00,,,,2018.11.13 13:00:12,Resolved QFP,33.384696,-111.811116,12S,3694230,424558,393,,1.7,0x51000832,7,,,,,2018.11.13 13:12:21,1,,,,Roof Test,No,
2018.11.13 13:12:21,2018.11.13 13:12:21,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:12:21,1,No,No,,,No,
2018.11.13 13:15:00,2018.11.13 13:15:00,,,,,,,,,,,,,,,,,,8,,2018.11.13 13:42:30,1,,,,Roof Test,No,
2018.11.13 13:15:12,2018.11.13 13:15:00,,,,2018.11.13 13:15:12,Resolved QFP,33.384630,-111.811237,12S,3694222,424547,418,,1.7,0x51000832,7,,,,,2018.11.13 13:42:30,1,,,,Roof Test,No,
2018.11.13 13:30:00,2018.11.13 13:30:00,,,,,,,,,,,,,,,,,,7,,2018.11.13 13:42:30,1,,,,Roof Test,No,
2018.11.13 13:30:11,2018.11.13 13:30:00,,,,2018.11.13 13:30:11,Resolved QFP,33.384565,-111.811183,12S,3694215,424552,406,,1.0,0x51005812,8,,,,,2018.11.13 13:42:30,1,,,,Roof Test,No,
2018.11.13 13:42:30,2018.11.13 13:42:30,6,33.35763,-111.76945,,,,,,,,,,,,,,,,,2018.11.13 13:42:30,,,,,,,
2018.11.13 13:42:30,2018.11.13 13:42:30,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:42:30,1,No,No,,,No,
2018.11.13 13:45:00,2018.11.13 13:45:00,,,,,,,,,,,,,,,,,,6,,2018.11.13 14:12:21,1,,,,Roof Test,No,
2018.11.13 13:45:13,2018.11.13 13:45:00,,,,2018.11.13 13:45:13,Resolved QFP,33.384485,-111.811160,12S,3694206,424554,399,,0.9,0x51105812,9,,,,,2018.11.13 14:12:21,1,,,,Roof Test,No,
2018.11.13 14:00:00,2018.11.13 14:00:00,,,,,,,,,,,,,,,,,,5,,2018.11.13 14:12:21,1,,,,Roof Test,No,
