Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704781A
Comment,
Iridium IMEI,300434063159320

Report Period Begins,2018.11.29 17:15:00
Report Period Ends,2019.12.27 00:23:33

Report File Number,1 of 1
File Coverage Begins,2018.11.29 17:15:00
File Coverage Ends,2019.12.27 00:23:33

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.29 17:15:00,2018.11.29 17:15:00,,,,,,,,,,,,,,,,,,24,,2018.11.29 17:30:31,1,,,,Roof Test,No,
2018.11.29 17:15:13,2018.11.29 17:15:00,,,,2018.11.29 17:15:13,Resolved QFP,33.384398,-111.810967,12S,3694196,424572,385,,3.3,0x84186200,7,,,,,2018.11.29 17:30:31,1,,,,Roof Test,No,
2018.11.29 17:30:00,2018.11.29 17:30:00,,,,,,,,,,,,,,,,,,26,,2018.11.29 17:30:31,1,,,,Roof Test,No,
2018.11.29 17:30:13,2018.11.29 17:30:00,,,,2018.11.29 17:30:13,Resolved QFP,33.384428,-111.811127,12S,3694200,424557,385,,1.4,0x84904280,7,,,,,2018.11.29 17:30:31,1,,,,Roof Test,No,
2018.11.29 17:30:31,2018.11.29 17:30:31,,,,,,,,,,,,,,,,,,,Hit,2018.11.29 17:30:31,1,No,No,,,No,
2018.11.29 17:30:31,2018.11.29 17:30:31,6,33.38040,-111.80938,,,,,,,,,,,,,,,,,2018.11.29 17:30:31,,,,,,,
2018.11.29 17:45:00,2018.11.29 17:45:00,,,,,,,,,,,,,,,,,,30,,2018.11.29 18:00:25,1,,,,Roof Test,No,
2018.11.29 17:45:13,2018.11.29 17:45:00,,,,2018.11.29 17:45:13,Resolved QFP,33.384430,-111.811048,12S,3694200,424565,397,,1.1,0x84986280,9,,,,,2018.11.29 18:00:25,1,,,,Roof Test,No,
2018.11.29 18:00:00,2018.11.29 18:00:00,,,,,,,,,,,,,,,,,,29,,2018.11.29 18:00:25,1,,,,Roof Test,No,
2018.11.29 18:00:09,2018.11.29 18:00:00,,,,2018.11.29 18:00:09,Resolved QFP,33.384361,-111.811148,12S,3694192,424555,385,,1.7,0x84180280,6,,,,,2018.11.29 18:00:25,1,,,,Roof Test,No,
2018.11.29 18:00:25,2018.11.29 18:00:25,,,,,,,,,,,,,,,,,,,Hit,2018.11.29 18:00:25,1,No,No,,,No,
2018.11.29 18:00:25,2018.11.29 18:00:25,3,33.38778,-111.76945,,,,,,,,,,,,,,,,,2018.11.29 18:00:25,,,,,,,
2018.11.29 18:15:00,2018.11.29 18:15:00,,,,,,,,,,,,,,,,,,27,,2018.11.29 18:30:25,1,,,,Roof Test,No,
2018.11.29 18:15:15,2018.11.29 18:15:00,,,,2018.11.29 18:15:15,Resolved QFP,33.384384,-111.811180,12S,3694195,424552,389,,1.0,0xC4980280,8,,,,,2018.11.29 18:30:25,1,,,,Roof Test,No,
