Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704727A
Comment,
Iridium IMEI,300434062095530

Report Period Begins,2018.11.26 17:45:00
Report Period Ends,2022.01.09 22:20:08

Report File Number,1 of 1
File Coverage Begins,2018.11.26 17:45:00
File Coverage Ends,2022.01.09 22:20:08

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.26 17:45:00,2018.11.26 17:45:00,,,,,,,,,,,,,,,,,,26,,2018.11.26 18:10:43,1,,,,Roof Test,No,
2018.11.26 17:45:18,2018.11.26 17:45:00,,,,2018.11.26 17:45:18,Resolved QFP,33.384363,-111.811142,12S,3694193,424556,379,,1.8,0x84180280,6,,,,,2018.11.26 18:10:43,1,,,,Roof Test,No,
2018.11.26 18:00:00,2018.11.26 18:00:00,,,,,,,,,,,,,,,,,,30,,2018.11.26 18:10:43,1,,,,Roof Test,No,
2018.11.26 18:00:16,2018.11.26 18:00:00,,,,2018.11.26 18:00:16,Resolved QFP,33.384400,-111.811086,12S,3694197,424561,387,,1.3,0x84984280,8,,,,,2018.11.26 18:10:43,1,,,,Roof Test,No,
2018.11.26 18:10:43,2018.11.26 18:10:43,,,,,,,,,,,,,,,,,,,Hit,2018.11.26 18:10:43,1,No,No,,,No,
2018.11.26 18:10:43,2018.11.26 18:10:43,3,33.38040,-111.80938,,,,,,,,,,,,,,,,,2018.11.26 18:10:43,,,,,,,
2018.11.26 18:15:00,2018.11.26 18:15:00,,,,,,,,,,,,,,,,,,29,,2018.11.26 18:40:41,1,,,,Roof Test,No,
2018.11.26 18:15:21,2018.11.26 18:15:00,,,,2018.11.26 18:15:21,Resolved QFP,33.384357,-111.811127,12S,3694192,424557,399,,1.1,0x84986280,9,,,,,2018.11.26 18:40:41,1,,,,Roof Test,No,
2018.11.26 18:30:00,2018.11.26 18:30:00,,,,,,,,,,,,,,,,,,31,,2018.11.26 18:40:41,1,,,,Roof Test,No,
2018.11.26 18:30:12,2018.11.26 18:30:00,,,,2018.11.26 18:30:12,Resolved QFP,33.384380,-111.811114,12S,3694195,424558,390,,1.0,0xC4982280,9,,,,,2018.11.26 18:40:41,1,,,,Roof Test,No,
2018.11.26 18:40:41,2018.11.26 18:40:41,,,,,,,,,,,,,,,,,,,Hit,2018.11.26 18:40:41,1,No,No,,,No,
2018.11.26 18:40:41,2018.11.26 18:40:41,8,33.41790,-111.76945,,,,,,,,,,,,,,,,,2018.11.26 18:40:41,,,,,,,
2018.11.26 18:45:00,2018.11.26 18:45:00,,,,,,,,,,,,,,,,,,32,,2018.11.26 19:10:41,1,,,,Roof Test,No,
2018.11.26 18:45:13,2018.11.26 18:45:00,,,,2018.11.26 18:45:13,Resolved QFP,33.384298,-111.810891,12S,3694185,424579,395,,0.9,0xC4880680,8,,,,,2018.11.26 19:10:41,1,,,,Roof Test,No,
