Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704730A
Comment,
Iridium IMEI,300434063245610

Report Period Begins,2018.11.28 18:30:00
Report Period Ends,2020.02.10 16:01:07

Report File Number,1 of 1
File Coverage Begins,2018.11.28 18:30:00
File Coverage Ends,2020.02.10 16:01:07

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.28 18:30:00,2018.11.28 18:30:00,,,,,,,,,,,,,,,,,,30,,2018.11.28 18:50:47,1,,,,Roof Test,No,
2018.11.28 18:30:11,2018.11.28 18:30:00,,,,2018.11.28 18:30:11,Resolved QFP,33.384428,-111.811103,12S,3694200,424559,390,,0.9,0xC4182680,9,,,,,2018.11.28 18:50:47,1,,,,Roof Test,No,
2018.11.28 18:45:00,2018.11.28 18:45:00,,,,,,,,,,,,,,,,,,35,,2018.11.28 18:50:47,1,,,,Roof Test,No,
2018.11.28 18:45:12,2018.11.28 18:45:00,,,,2018.11.28 18:45:12,Resolved QFP,33.384375,-111.811044,12S,3694194,424565,382,,1.4,0xC0982600,8,,,,,2018.11.28 18:50:47,1,,,,Roof Test,No,
2018.11.28 18:50:47,2018.11.28 18:50:47,2,33.38040,-111.80938,,,,,,,,,,,,,,,,,2018.11.28 18:50:47,,,,,,,
2018.11.28 18:50:47,2018.11.28 18:50:47,,,,,,,,,,,,,,,,,,,Hit,2018.11.28 18:50:47,1,No,No,,,No,
2018.11.28 19:00:00,2018.11.28 19:00:00,,,,,,,,,,,,,,,,,,37,,2018.11.28 19:20:51,1,,,,Roof Test,No,
2018.11.28 19:00:10,2018.11.28 19:00:00,,,,2018.11.28 19:00:10,Resolved QFP,33.384386,-111.811139,12S,3694195,424556,376,,1.1,0xC0180680,7,,,,,2018.11.28 19:20:51,1,,,,Roof Test,No,
2018.11.28 19:15:00,2018.11.28 19:15:00,,,,,,,,,,,,,,,,,,36,,2018.11.28 19:20:51,1,,,,Roof Test,No,
2018.11.28 19:15:12,2018.11.28 19:15:00,,,,2018.11.28 19:15:12,Resolved QFP,33.384415,-111.811057,12S,3694198,424564,386,,0.8,0xC4982601,10,,,,,2018.11.28 19:20:51,1,,,,Roof Test,No,
2018.11.28 19:20:51,2018.11.28 19:20:51,,,,,,,,,,,,,,,,,,,Hit,2018.11.28 19:20:51,1,No,No,,,No,
2018.11.28 19:20:51,2018.11.28 19:20:51,10,33.38040,-111.80938,,,,,,,,,,,,,,,,,2018.11.28 19:20:51,,,,,,,
2018.11.28 19:30:00,2018.11.28 19:30:00,,,,,,,,,,,,,,,,,,38,,2018.11.28 19:50:53,1,,,,Roof Test,No,
2018.11.28 19:30:13,2018.11.28 19:30:00,,,,2018.11.28 19:30:13,Resolved QFP,33.384461,-111.811091,12S,3694203,424561,381,,0.9,0xC4382681,11,,,,,2018.11.28 19:50:53,1,,,,Roof Test,No,
