Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704714A
Comment,
Iridium IMEI,300434063140990

Report Period Begins,2018.11.26 17:45:00
Report Period Ends,2021.12.04 09:23:35

Report File Number,1 of 1
File Coverage Begins,2018.11.26 17:45:00
File Coverage Ends,2021.12.04 09:23:35

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.26 17:45:00,2018.11.26 17:45:00,,,,,,,,,,,,,,,,,,25,,2018.11.26 18:09:22,1,,,,Roof Test,No,
2018.11.26 17:45:19,2018.11.26 17:45:00,,,,2018.11.26 17:45:19,Resolved QFP,33.384439,-111.811117,12S,3694201,424558,383,,1.4,0x84984280,8,,,,,2018.11.26 18:09:22,1,,,,Roof Test,No,
2018.11.26 18:00:00,2018.11.26 18:00:00,,,,,,,,,,,,,,,,,,29,,2018.11.26 18:09:22,1,,,,Roof Test,No,
2018.11.26 18:00:19,2018.11.26 18:00:00,,,,2018.11.26 18:00:19,Resolved QFP,33.384433,-111.811100,12S,3694200,424560,388,,1.1,0x84986280,9,,,,,2018.11.26 18:09:22,1,,,,Roof Test,No,
2018.11.26 18:09:22,2018.11.26 18:09:22,3,33.38040,-111.80938,,,,,,,,,,,,,,,,,2018.11.26 18:09:22,,,,,,,
2018.11.26 18:09:22,2018.11.26 18:09:22,,,,,,,,,,,,,,,,,,,Hit,2018.11.26 18:09:22,1,No,No,,,No,
2018.11.26 18:15:00,2018.11.26 18:15:00,,,,,,,,,,,,,,,,,,29,,2018.11.26 18:39:24,1,,,,Roof Test,No,
2018.11.26 18:15:13,2018.11.26 18:15:00,,,,2018.11.26 18:15:13,Resolved QFP,33.384432,-111.811044,12S,3694200,424565,399,,1.1,0x84186280,8,,,,,2018.11.26 18:39:24,1,,,,Roof Test,No,
2018.11.26 18:30:00,2018.11.26 18:30:00,,,,,,,,,,,,,,,,,,31,,2018.11.26 18:39:24,1,,,,Roof Test,No,
2018.11.26 18:30:14,2018.11.26 18:30:00,,,,2018.11.26 18:30:14,Resolved QFP,33.384419,-111.811132,12S,3694199,424557,382,,1.2,0xC4980200,7,,,,,2018.11.26 18:39:24,1,,,,Roof Test,No,
2018.11.26 18:39:24,2018.11.26 18:39:24,,,,,,,,,,,,,,,,,,,Hit,2018.11.26 18:39:24,1,No,No,,,No,
2018.11.26 18:39:24,2018.11.26 18:39:24,5,33.38778,-111.76945,,,,,,,,,,,,,,,,,2018.11.26 18:39:24,,,,,,,
2018.11.26 18:45:00,2018.11.26 18:45:00,,,,,,,,,,,,,,,,,,32,,2018.11.26 19:09:23,1,,,,Roof Test,No,
2018.11.26 18:45:13,2018.11.26 18:45:00,,,,2018.11.26 18:45:13,Resolved QFP,33.384425,-111.810838,12S,3694199,424584,393,,1.0,0xC0902680,8,,,,,2018.11.26 19:09:23,1,,,,Roof Test,No,
