Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700593A
Comment,
Iridium IMEI,300434062495990

Report Period Begins,2017.12.12 17:45:00
Report Period Ends,2019.12.08 08:00:56

Report File Number,1 of 1
File Coverage Begins,2017.12.12 17:45:00
File Coverage Ends,2019.12.08 08:00:56

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2017.12.12 17:45:00,2017.12.12 17:45:00,,,,,,,,,,,,,,,,,,29,,2017.12.12 18:00:57,1,,,,Roof Test,No,
2017.12.12 17:45:11,2017.12.12 17:45:00,,,,2017.12.12 17:45:11,Resolved QFP,33.384481,-111.811167,12S,3694206,424554,392,,1.0,0x84926280,9,,,,,2017.12.12 18:00:57,1,,,,Roof Test,No,
2017.12.12 18:00:00,2017.12.12 18:00:00,,,,,,,,,,,,,,,,,,30,,2017.12.12 18:00:57,1,,,,Roof Test,No,
2017.12.12 18:00:10,2017.12.12 18:00:00,,,,2017.12.12 18:00:10,Resolved QFP,33.384432,-111.811175,12S,3694200,424553,382,,1.1,0x84922280,8,,,,,2017.12.12 18:00:57,1,,,,Roof Test,No,
2017.12.12 18:00:57,2017.12.12 18:00:57,4,33.38778,-111.76945,,,,,,,,,,,,,,,,,2017.12.12 18:00:57,,,,,,,
2017.12.12 18:00:57,2017.12.12 18:00:57,,,,,,,,,,,,,,,,,,,Hit,2017.12.12 18:00:57,1,No,No,,,No,
2017.12.12 18:15:00,2017.12.12 18:15:00,,,,,,,,,,,,,,,,,,28,,2017.12.12 18:30:56,1,,,,Roof Test,No,
2017.12.12 18:15:09,2017.12.12 18:15:00,,,,2017.12.12 18:15:09,Resolved QFP,33.384479,-111.811184,12S,3694206,424552,388,,1.1,0x84922280,8,,,,,2017.12.12 18:30:56,1,,,,Roof Test,No,
2017.12.12 18:30:00,2017.12.12 18:30:00,,,,,,,,,,,,,,,,,,29,,2017.12.12 18:30:56,1,,,,Roof Test,No,
2017.12.12 18:30:10,2017.12.12 18:30:00,,,,2017.12.12 18:30:10,Resolved QFP,33.384459,-111.811217,12S,3694203,424549,387,,1.0,0x84920680,8,,,,,2017.12.12 18:30:56,1,,,,Roof Test,No,
2017.12.12 18:30:56,2017.12.12 18:30:56,681,33.38405,-111.90523,,,,,,,,,,,,,,,,,2017.12.12 18:30:56,,,,,,,
2017.12.12 18:30:56,2017.12.12 18:30:56,,,,,,,,,,,,,,,,,,,Hit,2017.12.12 18:30:56,1,No,No,,,No,
2017.12.12 18:45:00,2017.12.12 18:45:00,,,,,,,,,,,,,,,,,,32,,2017.12.12 19:00:53,1,,,,Roof Test,No,
2017.12.12 18:45:10,2017.12.12 18:45:00,,,,2017.12.12 18:45:10,Resolved QFP,33.384469,-111.811172,12S,3694204,424553,385,,1.1,0xC4822280,8,,,,,2017.12.12 19:00:53,1,,,,Roof Test,No,
