Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704533A
Comment,
Iridium IMEI,300434063839530

Report Period Begins,2018.11.13 13:00:00
Report Period Ends,2018.11.13 15:17:15

Report File Number,1 of 1
File Coverage Begins,2018.11.13 13:00:00
File Coverage Ends,2018.11.13 15:17:15

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.13 13:00:00,2018.11.13 13:00:00,,,,,,,,,,,,,,,,,,12,,2018.11.13 13:17:16,1,,,,Roof Test,No,
2018.11.13 13:00:14,2018.11.13 13:00:00,,,,2018.11.13 13:00:14,Resolved QFP,33.384548,-111.811072,12S,3694213,424562,394,,1.4,0x51100832,8,,,,,2018.11.13 13:17:16,1,,,,Roof Test,No,
2018.11.13 13:15:00,2018.11.13 13:15:00,,,,,,,,,,,,,,,,,,8,,2018.11.13 13:17:16,1,,,,Roof Test,No,
2018.11.13 13:15:18,2018.11.13 13:15:00,,,,2018.11.13 13:15:18,Resolved QFP,33.384492,-111.811090,12S,3694207,424561,394,,1.6,0x51100812,7,,,,,2018.11.13 13:17:16,1,,,,Roof Test,No,
2018.11.13 13:17:16,2018.11.13 13:17:16,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:17:16,1,No,No,,,No,
2018.11.13 13:30:00,2018.11.13 13:30:00,,,,,,,,,,,,,,,,,,7,,2018.11.13 13:47:15,1,,,,Roof Test,No,
2018.11.13 13:30:13,2018.11.13 13:30:00,,,,2018.11.13 13:30:13,Resolved QFP,33.384442,-111.811115,12S,3694201,424558,391,,0.9,0x51105812,9,,,,,2018.11.13 13:47:15,1,,,,Roof Test,No,
2018.11.13 13:45:00,2018.11.13 13:45:00,,,,,,,,,,,,,,,,,,6,,2018.11.13 13:47:15,1,,,,Roof Test,No,
2018.11.13 13:45:12,2018.11.13 13:45:00,,,,2018.11.13 13:45:12,Resolved QFP,33.384373,-111.811082,12S,3694194,424561,399,,0.9,0x51105812,9,,,,,2018.11.13 13:47:15,1,,,,Roof Test,No,
2018.11.13 13:47:15,2018.11.13 13:47:15,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:47:15,1,No,No,,,No,
2018.11.13 13:47:15,2018.11.13 13:47:15,2,33.33185,-111.79342,,,,,,,,,,,,,,,,,2018.11.13 13:47:15,,,,,,,
2018.11.13 14:00:00,2018.11.13 14:00:00,,,,,,,,,,,,,,,,,,5,,2018.11.13 14:17:12,1,,,,Roof Test,No,
2018.11.13 14:00:12,2018.11.13 14:00:00,,,,2018.11.13 14:00:12,Resolved QFP,33.384367,-111.811077,12S,3694193,424562,336,,0.8,0x13105812,9,,,,,2018.11.13 14:17:12,1,,,,Roof Test,No,
2018.11.13 14:15:00,2018.11.13 14:15:00,,,,,,,,,,,,,,,,,,6,,2018.11.13 14:17:12,1,,,,Roof Test,No,
