Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704527A
Comment,
Iridium IMEI,300434063155230

Report Period Begins,2018.11.13 13:00:00
Report Period Ends,2019.06.24 16:35:32

Report File Number,1 of 1
File Coverage Begins,2018.11.13 13:00:00
File Coverage Ends,2019.06.24 16:35:32

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.13 13:00:00,2018.11.13 13:00:00,,,,,,,,,,,,,,,,,,11,,2018.11.13 15:27:55,1,,,,Roof Test,No,
2018.11.13 13:00:16,2018.11.13 13:00:00,,,,2018.11.13 13:00:16,Resolved QFP,33.384583,-111.811106,12S,3694217,424559,399,,1.7,0x51000832,7,,,,,2018.11.13 15:27:55,1,,,,Roof Test,No,
2018.11.13 13:15:00,2018.11.13 13:15:00,,,,,,,,,,,,,,,,,,8,,2018.11.13 15:27:55,1,,,,Roof Test,No,
2018.11.13 13:15:11,2018.11.13 13:15:00,,,,2018.11.13 13:15:11,Resolved QFP,33.384423,-111.811094,12S,3694199,424560,399,,1.4,0x51100832,8,,,,,2018.11.13 15:27:55,1,,,,Roof Test,No,
2018.11.13 13:30:00,2018.11.13 13:30:00,,,,,,,,,,,,,,,,,,6,,2018.11.13 13:47:34,1,,,,Roof Test,No,
2018.11.13 13:30:11,2018.11.13 13:30:00,,,,2018.11.13 13:30:11,Resolved QFP,33.384423,-111.811123,12S,3694199,424558,405,,0.9,0x51105812,9,,,,,2018.11.13 13:47:34,1,,,,Roof Test,No,
2018.11.13 13:45:00,2018.11.13 13:45:00,,,,,,,,,,,,,,,,,,5,,2018.11.13 13:47:34,1,,,,Roof Test,No,
2018.11.13 13:45:13,2018.11.13 13:45:00,,,,2018.11.13 13:45:13,Resolved QFP,33.384384,-111.811067,12S,3694195,424563,387,,0.9,0x51105812,9,,,,,2018.11.13 13:47:34,1,,,,Roof Test,No,
2018.11.13 13:47:34,2018.11.13 13:47:34,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:47:34,1,No,No,,,No,
2018.11.13 13:47:34,2018.11.13 13:47:34,3,33.35027,-111.80938,,,,,,,,,,,,,,,,,2018.11.13 13:47:34,,,,,,,
2018.11.13 14:00:00,2018.11.13 14:00:00,,,,,,,,,,,,,,,,,,5,,2018.11.13 14:17:31,1,,,,Roof Test,No,
2018.11.13 14:00:11,2018.11.13 14:00:00,,,,2018.11.13 14:00:11,Resolved QFP,33.384280,-111.811127,12S,3694183,424557,409,,0.8,0x13105812,9,,,,,2018.11.13 14:17:31,1,,,,Roof Test,No,
2018.11.13 14:15:00,2018.11.13 14:15:00,,,,,,,,,,,,,,,,,,6,,2018.11.13 14:17:31,1,,,,Roof Test,No,
