Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704692A
Comment,
Iridium IMEI,300434062097500

Report Period Begins,2018.11.19 20:30:00
Report Period Ends,2022.10.02 20:00:22

Report File Number,1 of 1
File Coverage Begins,2018.11.19 20:30:00
File Coverage Ends,2022.10.02 20:00:22

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.19 20:30:00,2018.11.19 20:30:00,,,,,,,,,,,,,,,,,,35,,2018.11.19 22:58:39,1,,,,Roof Test,No,
2018.11.19 20:30:12,2018.11.19 20:30:00,,,,2018.11.19 20:30:12,Resolved QFP,33.384447,-111.811186,12S,3694202,424552,390,,1.0,0xC1202681,9,,,,,2018.11.19 22:58:39,1,,,,Roof Test,No,
2018.11.19 20:45:00,2018.11.19 20:45:00,,,,,,,,,,,,,,,,,,39,,2018.11.19 22:58:39,1,,,,Roof Test,No,
2018.11.19 20:45:13,2018.11.19 20:45:00,,,,2018.11.19 20:45:13,Resolved QFP,33.384537,-111.811092,12S,3694212,424561,421,,1.3,0xC4002681,8,,,,,2018.11.19 22:58:39,1,,,,Roof Test,No,
2018.11.19 21:00:00,2018.11.19 21:00:00,,,,,,,,,,,,,,,,,,41,,2018.11.19 22:58:28,1,,,,Roof Test,No,
2018.11.19 21:00:18,2018.11.19 21:00:00,,,,2018.11.19 21:00:18,Resolved QFP,33.384450,-111.811153,12S,3694202,424555,407,,1.1,0xC1282C01,9,,,,,2018.11.19 22:58:28,1,,,,Roof Test,No,
2018.11.19 21:15:00,2018.11.19 21:15:00,,,,,,,,,,,,,,,,,,42,,2018.11.19 22:58:28,1,,,,Roof Test,No,
2018.11.19 21:15:11,2018.11.19 21:15:00,,,,2018.11.19 21:15:11,Resolved QFP,33.384538,-111.811129,12S,3694212,424557,407,,0.8,0xC3202685,11,,,,,2018.11.19 22:58:28,1,,,,Roof Test,No,
2018.11.19 21:30:00,2018.11.19 21:30:00,,,,,,,,,,,,,,,,,,40,,2018.11.19 21:48:04,1,,,,Roof Test,No,
2018.11.19 21:30:11,2018.11.19 21:30:00,,,,2018.11.19 21:30:11,Resolved QFP,33.384526,-111.811135,12S,3694211,424557,395,,0.9,0xC3202605,10,,,,,2018.11.19 21:48:04,1,,,,Roof Test,No,
2018.11.19 21:45:00,2018.11.19 21:45:00,,,,,,,,,,,,,,,,,,37,,2018.11.19 21:48:04,1,,,,Roof Test,No,
2018.11.19 21:45:12,2018.11.19 21:45:00,,,,2018.11.19 21:45:12,Resolved QFP,33.384450,-111.811147,12S,3694202,424555,391,,0.9,0xC3602605,11,,,,,2018.11.19 21:48:04,1,,,,Roof Test,No,
2018.11.19 21:48:04,2018.11.19 21:48:04,3,33.38040,-111.80938,,,,,,,,,,,,,,,,,2018.11.19 21:48:04,,,,,,,
