Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700602A
Comment,
Iridium IMEI,300434062497970

Report Period Begins,2017.12.12 17:45:00
Report Period Ends,2021.01.08 09:11:02

Report File Number,1 of 1
File Coverage Begins,2017.12.12 17:45:00
File Coverage Ends,2021.01.08 09:11:02

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2017.12.12 17:45:00,2017.12.12 17:45:00,,,,,,,,,,,,,,,,,,28,,2017.12.12 18:00:42,1,,,,Roof Test,No,
2017.12.12 17:45:11,2017.12.12 17:45:00,,,,2017.12.12 17:45:11,Resolved QFP,33.384445,-111.811188,12S,3694202,424552,409,,1.2,0x049A2280,8,,,,,2017.12.12 18:00:42,1,,,,Roof Test,No,
2017.12.12 18:00:00,2017.12.12 18:00:00,,,,,,,,,,,,,,,,,,29,,2017.12.12 18:00:42,1,,,,Roof Test,No,
2017.12.12 18:00:09,2017.12.12 18:00:00,,,,2017.12.12 18:00:09,Resolved QFP,33.384457,-111.811173,12S,3694203,424553,405,,1.2,0x84924280,8,,,,,2017.12.12 18:00:42,1,,,,Roof Test,No,
2017.12.12 18:00:42,2017.12.12 18:00:42,4,33.38778,-111.76945,,,,,,,,,,,,,,,,,2017.12.12 18:00:42,,,,,,,
2017.12.12 18:00:42,2017.12.12 18:00:42,,,,,,,,,,,,,,,,,,,Hit,2017.12.12 18:00:42,1,No,No,,,No,
2017.12.12 18:15:00,2017.12.12 18:15:00,,,,,,,,,,,,,,,,,,28,,2017.12.12 18:30:42,1,,,,Roof Test,No,
2017.12.12 18:15:09,2017.12.12 18:15:00,,,,2017.12.12 18:15:09,Resolved QFP,33.384480,-111.811228,12S,3694206,424548,394,,1.1,0x84922280,8,,,,,2017.12.12 18:30:42,1,,,,Roof Test,No,
2017.12.12 18:30:00,2017.12.12 18:30:00,,,,,,,,,,,,,,,,,,28,,2017.12.12 18:30:42,1,,,,Roof Test,No,
2017.12.12 18:30:09,2017.12.12 18:30:00,,,,2017.12.12 18:30:09,Resolved QFP,33.384431,-111.811190,12S,3694200,424551,383,,1.0,0xC4920280,8,,,,,2017.12.12 18:30:42,1,,,,Roof Test,No,
2017.12.12 18:30:42,2017.12.12 18:30:42,,,,,,,,,,,,,,,,,,,Hit,2017.12.12 18:30:42,1,No,No,,,No,
2017.12.12 18:30:42,2017.12.12 18:30:42,681,33.35392,-111.90523,,,,,,,,,,,,,,,,,2017.12.12 18:30:42,,,,,,,
2017.12.12 18:45:00,2017.12.12 18:45:00,,,,,,,,,,,,,,,,,,32,,2017.12.12 19:00:41,1,,,,Roof Test,No,
2017.12.12 18:45:09,2017.12.12 18:45:00,,,,2017.12.12 18:45:09,Resolved QFP,33.384433,-111.811168,12S,3694200,424553,385,,1.3,0xC4822280,8,,,,,2017.12.12 19:00:41,1,,,,Roof Test,No,
