Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700539A
Comment,
Iridium IMEI,300434062292820

Report Period Begins,2018.04.03 20:15:05
Report Period Ends,2021.03.03 12:16:22

Report File Number,1 of 1
File Coverage Begins,2018.04.03 20:15:05
File Coverage Ends,2021.03.03 12:16:22

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.04.03 20:15:05,2018.04.03 20:15:05,,,,,,,,,,,,,,,,,,4,,2018.04.04 04:20:44,1,,,,,Yes,
2018.04.03 20:15:58,2018.04.03 20:15:05,,,,2018.04.03 20:15:58,Succeeded,66.769140,-151.671905,5W,7406267,558453,,10.43,,,,,,,,2018.04.04 04:20:44,1,,,,,Yes,
2018.04.03 20:20:05,2018.04.03 20:15:05,,,,,,,,,,,,,,,,,11,,,2018.04.04 04:20:44,1,,,,,Yes,
2018.04.04 00:00:00,2018.04.04 00:00:00,,,,,,,,,,,,,,,,,,23,,2018.04.05 16:00:19,1,,,,Primary,No,
2018.04.04 00:00:10,2018.04.04 00:00:00,,,,2018.04.04 00:00:10,Resolved QFP,66.758452,-151.674986,5W,7405073,558343,174,,0.9,0x88854E01,10,,,,,2018.04.05 16:00:19,1,,,,Primary,No,
2018.04.04 04:00:00,2018.04.04 04:00:00,,,,,,,,,,,,,,,,,,12,,2018.04.05 16:00:19,1,,,,Primary,No,
2018.04.04 04:00:09,2018.04.04 04:00:00,,,,2018.04.04 04:00:09,Resolved QFP,66.746557,-151.676279,5W,7403746,558314,223,,1.9,0x51000922,7,,,,,2018.04.05 16:00:19,1,,,,Primary,No,
2018.04.04 04:20:44,2018.04.04 04:20:44,,,,,,,,,,,,,,,,,,,Hit,2018.04.04 04:20:44,1,,,,,Yes,
2018.04.04 04:20:44,2018.04.04 04:20:44,3,66.75558,-151.60698,,,,,,,,,,,,,,,,,2018.04.04 04:20:44,,,,,,,
2018.04.04 08:00:00,2018.04.04 08:00:00,,,,,,,,,,,,,,,,,,14,,2018.04.05 16:00:19,1,,,,Primary,No,
2018.04.04 08:00:07,2018.04.04 08:00:00,,,,2018.04.04 08:00:07,Resolved QFP,66.742642,-151.679973,5W,7403307,558161,169,,1.0,0x0418D280,8,,,,,2018.04.05 16:00:19,1,,,,Primary,No,
2018.04.04 08:10:00,2018.04.04 08:00:00,,,,,,,,,,,,,,,,,48,,,2018.04.05 16:00:19,1,,,,Primary,No,
2018.04.04 12:00:00,2018.04.04 12:00:00,,,,,,,,,,,,,,,,,,11,,2018.04.05 16:00:19,1,,,,Primary,No,
2018.04.04 12:00:07,2018.04.04 12:00:00,,,,2018.04.04 12:00:07,Resolved QFP,66.729856,-151.672750,5W,7401888,558509,144,,1.0,0x08A30680,8,,,,,2018.04.05 16:00:19,1,,,,Primary,No,
