Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704558A
Comment,
Iridium IMEI,300434063152230

Report Period Begins,2018.11.13 13:00:00
Report Period Ends,2021.10.17 23:18:52

Report File Number,1 of 1
File Coverage Begins,2018.11.13 13:00:00
File Coverage Ends,2021.10.17 23:18:52

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.13 13:00:00,2018.11.13 13:00:00,,,,,,,,,,,,,,,,,,12,,2018.11.13 13:21:01,1,,,,Roof Test,No,
2018.11.13 13:00:12,2018.11.13 13:00:00,,,,2018.11.13 13:00:12,Resolved QFP,33.384667,-111.811075,12S,3694226,424562,400,,1.7,0x51000832,7,,,,,2018.11.13 13:21:01,1,,,,Roof Test,No,
2018.11.13 13:15:00,2018.11.13 13:15:00,,,,,,,,,,,,,,,,,,8,,2018.11.13 13:21:01,1,,,,Roof Test,No,
2018.11.13 13:15:12,2018.11.13 13:15:00,,,,2018.11.13 13:15:12,Resolved QFP,33.384501,-111.811149,12S,3694208,424555,400,,1.4,0x51100832,8,,,,,2018.11.13 13:21:01,1,,,,Roof Test,No,
2018.11.13 13:21:01,2018.11.13 13:21:01,8,33.37303,-111.84930,,,,,,,,,,,,,,,,,2018.11.13 13:21:01,,,,,,,
2018.11.13 13:21:01,2018.11.13 13:21:01,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:21:01,1,No,No,,,No,
2018.11.13 13:30:00,2018.11.13 13:30:00,,,,,,,,,,,,,,,,,,7,,2018.11.13 13:51:02,1,,,,Roof Test,No,
2018.11.13 13:30:11,2018.11.13 13:30:00,,,,2018.11.13 13:30:11,Resolved QFP,33.384583,-111.811049,12S,3694217,424565,400,,1.0,0x51005812,8,,,,,2018.11.13 13:51:02,1,,,,Roof Test,No,
2018.11.13 13:45:00,2018.11.13 13:45:00,,,,,,,,,,,,,,,,,,6,,2018.11.13 13:51:02,1,,,,Roof Test,No,
2018.11.13 13:45:11,2018.11.13 13:45:00,,,,2018.11.13 13:45:11,Resolved QFP,33.384449,-111.811154,12S,3694202,424555,402,,1.2,0x51105810,8,,,,,2018.11.13 13:51:02,1,,,,Roof Test,No,
2018.11.13 13:51:02,2018.11.13 13:51:02,4,33.35027,-111.80938,,,,,,,,,,,,,,,,,2018.11.13 13:51:02,,,,,,,
2018.11.13 13:51:02,2018.11.13 13:51:02,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:51:02,1,No,No,,,No,
2018.11.13 14:00:00,2018.11.13 14:00:00,,,,,,,,,,,,,,,,,,5,,2018.11.13 14:20:57,1,,,,Roof Test,No,
2018.11.13 14:00:16,2018.11.13 14:00:00,,,,2018.11.13 14:00:16,Resolved QFP,33.384362,-111.811216,12S,3694193,424549,411,,1.3,0x13104810,7,,,,,2018.11.13 14:20:57,1,,,,Roof Test,No,
