Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704752A
Comment,
Iridium IMEI,300434063835240

Report Period Begins,2018.11.28 18:30:00
Report Period Ends,2018.11.28 21:02:15

Report File Number,1 of 1
File Coverage Begins,2018.11.28 18:30:00
File Coverage Ends,2018.11.28 21:02:15

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.28 18:30:00,2018.11.28 18:30:00,,,,,,,,,,,,,,,,,,30,,2018.11.28 18:52:14,1,,,,Roof Test,No,
2018.11.28 18:30:12,2018.11.28 18:30:00,,,,2018.11.28 18:30:12,Resolved QFP,33.384452,-111.811147,12S,3694203,424555,403,,1.7,0x84980280,7,,,,,2018.11.28 18:52:14,1,,,,Roof Test,No,
2018.11.28 18:45:00,2018.11.28 18:45:00,,,,,,,,,,,,,,,,,,34,,2018.11.28 18:52:14,1,,,,Roof Test,No,
2018.11.28 18:45:13,2018.11.28 18:45:00,,,,2018.11.28 18:45:13,Resolved QFP (Uncertain),33.384373,-111.810988,12S,3694194,424570,378,,1.0,0xC4182600,8,,,,,2018.11.28 18:52:14,1,,,,Roof Test,No,
2018.11.28 18:52:14,2018.11.28 18:52:14,3,33.38040,-111.80938,,,,,,,,,,,,,,,,,2018.11.28 18:52:14,,,,,,,
2018.11.28 18:52:14,2018.11.28 18:52:14,,,,,,,,,,,,,,,,,,,Hit,2018.11.28 18:52:14,1,No,No,,,No,
2018.11.28 19:00:00,2018.11.28 19:00:00,,,,,,,,,,,,,,,,,,36,,2018.11.28 19:22:18,1,,,,Roof Test,No,
2018.11.28 19:00:12,2018.11.28 19:00:00,,,,2018.11.28 19:00:12,Resolved QFP,33.384347,-111.811086,12S,3694191,424561,388,,0.9,0xC4182681,10,,,,,2018.11.28 19:22:18,1,,,,Roof Test,No,
2018.11.28 19:15:00,2018.11.28 19:15:00,,,,,,,,,,,,,,,,,,36,,2018.11.28 19:22:18,1,,,,Roof Test,No,
2018.11.28 19:15:13,2018.11.28 19:15:00,,,,2018.11.28 19:15:13,Resolved QFP,33.384381,-111.811069,12S,3694195,424563,391,,0.7,0xC4B82601,11,,,,,2018.11.28 19:22:18,1,,,,Roof Test,No,
2018.11.28 19:22:18,2018.11.28 19:22:18,24,33.38405,-111.90523,,,,,,,,,,,,,,,,,2018.11.28 19:22:18,,,,,,,
2018.11.28 19:22:18,2018.11.28 19:22:18,,,,,,,,,,,,,,,,,,,Hit,2018.11.28 19:22:18,1,No,No,,,No,
2018.11.28 19:30:00,2018.11.28 19:30:00,,,,,,,,,,,,,,,,,,38,,2018.11.28 19:52:16,1,,,,Roof Test,No,
2018.11.28 19:30:12,2018.11.28 19:30:00,,,,2018.11.28 19:30:12,Resolved QFP,33.384428,-111.811038,12S,3694200,424565,375,,0.9,0xC4382601,10,,,,,2018.11.28 19:52:16,1,,,,Roof Test,No,
