Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704783A
Comment,
Iridium IMEI,300434063153320

Report Period Begins,2018.11.29 17:00:00
Report Period Ends,2020.02.12 20:37:55

Report File Number,1 of 1
File Coverage Begins,2018.11.29 17:00:00
File Coverage Ends,2020.02.12 20:37:55

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.29 17:00:00,2018.11.29 17:00:00,,,,,,,,,,,,,,,,,,23,,2018.11.29 17:29:54,1,,,,Roof Test,No,
2018.11.29 17:00:16,2018.11.29 17:00:00,,,,2018.11.29 17:00:16,Resolved QFP,33.384403,-111.810972,12S,3694197,424572,401,,1.0,0x1498E280,10,,,,,2018.11.29 17:29:54,1,,,,Roof Test,No,
2018.11.29 17:15:00,2018.11.29 17:15:00,,,,,,,,,,,,,,,,,,24,,2018.11.29 17:29:54,1,,,,Roof Test,No,
2018.11.29 17:15:20,2018.11.29 17:15:00,,,,2018.11.29 17:15:20,Resolved QFP,33.384431,-111.810944,12S,3694200,424574,387,,1.9,0x04186280,7,,,,,2018.11.29 17:29:54,1,,,,Roof Test,No,
2018.11.29 17:29:54,2018.11.29 17:29:54,5,33.38778,-111.76945,,,,,,,,,,,,,,,,,2018.11.29 17:29:54,,,,,,,
2018.11.29 17:29:54,2018.11.29 17:29:54,,,,,,,,,,,,,,,,,,,Hit,2018.11.29 17:29:54,1,No,No,,,No,
2018.11.29 18:00:00,2018.11.29 18:00:00,,,,,,,,,,,,,,,,,,29,,2018.11.29 18:29:55,1,,,,Roof Test,No,
2018.11.29 18:00:15,2018.11.29 18:00:00,,,,2018.11.29 18:00:15,Resolved QFP,33.384457,-111.811155,12S,3694203,424555,391,,1.1,0x84982280,8,,,,,2018.11.29 18:29:55,1,,,,Roof Test,No,
2018.11.29 18:15:00,2018.11.29 18:15:00,,,,,,,,,,,,,,,,,,27,,2018.11.29 18:29:55,1,,,,Roof Test,No,
2018.11.29 18:15:09,2018.11.29 18:15:00,,,,2018.11.29 18:15:09,Resolved QFP,33.384356,-111.811132,12S,3694192,424557,375,,1.5,0x84980200,6,,,,,2018.11.29 18:29:55,1,,,,Roof Test,No,
2018.11.29 18:29:55,2018.11.29 18:29:55,5,33.41790,-111.76945,,,,,,,,,,,,,,,,,2018.11.29 18:29:55,,,,,,,
2018.11.29 18:29:55,2018.11.29 18:29:55,,,,,,,,,,,,,,,,,,,Hit,2018.11.29 18:29:55,1,No,No,,,No,
2018.11.29 18:30:00,2018.11.29 18:30:00,,,,,,,,,,,,,,,,,,25,,2018.11.29 18:59:58,1,,,,Roof Test,No,
2018.11.29 18:30:10,2018.11.29 18:30:00,,,,2018.11.29 18:30:10,Resolved QFP,33.384376,-111.811221,12S,3694194,424548,398,,0.8,0xC4982680,10,,,,,2018.11.29 18:59:58,1,,,,Roof Test,No,
