Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704531A
Comment,
Iridium IMEI,300434063157220

Report Period Begins,2018.11.13 12:45:00
Report Period Ends,2021.04.12 12:00:33

Report File Number,1 of 1
File Coverage Begins,2018.11.13 12:45:00
File Coverage Ends,2021.04.12 12:00:33

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.13 12:45:00,2018.11.13 12:45:00,,,,,,,,,,,,,,,,,,18,,2018.11.13 13:10:35,1,,,,Roof Test,No,
2018.11.13 12:45:14,2018.11.13 12:45:00,,,,2018.11.13 12:45:14,Resolved QFP,33.384848,-111.811065,12S,3694246,424563,412,,1.9,0x51000832,7,,,,,2018.11.13 13:10:35,1,,,,Roof Test,No,
2018.11.13 13:00:00,2018.11.13 13:00:00,,,,,,,,,,,,,,,,,,10,,2018.11.13 13:10:35,1,,,,Roof Test,No,
2018.11.13 13:00:16,2018.11.13 13:00:00,,,,2018.11.13 13:00:16,Resolved QFP,33.384712,-111.811176,12S,3694231,424553,413,,1.9,0x51000812,6,,,,,2018.11.13 13:10:35,1,,,,Roof Test,No,
2018.11.13 13:10:35,2018.11.13 13:10:35,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:10:35,1,No,No,,,No,
2018.11.13 13:15:00,2018.11.13 13:15:00,,,,,,,,,,,,,,,,,,8,,2018.11.13 13:40:39,1,,,,Roof Test,No,
2018.11.13 13:15:15,2018.11.13 13:15:00,,,,2018.11.13 13:15:15,Resolved QFP,33.384655,-111.811235,12S,3694225,424547,424,,1.7,0x51000832,7,,,,,2018.11.13 13:40:39,1,,,,Roof Test,No,
2018.11.13 13:30:00,2018.11.13 13:30:00,,,,,,,,,,,,,,,,,,7,,2018.11.13 13:40:39,1,,,,Roof Test,No,
2018.11.13 13:30:11,2018.11.13 13:30:00,,,,2018.11.13 13:30:11,Resolved QFP,33.384531,-111.811176,12S,3694211,424553,405,,0.9,0x51105812,9,,,,,2018.11.13 13:40:39,1,,,,Roof Test,No,
2018.11.13 13:40:39,2018.11.13 13:40:39,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:40:39,1,No,No,,,No,
2018.11.13 13:40:39,2018.11.13 13:40:39,11,33.38405,-111.90523,,,,,,,,,,,,,,,,,2018.11.13 13:40:39,,,,,,,
2018.11.13 13:45:00,2018.11.13 13:45:00,,,,,,,,,,,,,,,,,,6,,2018.11.13 14:10:36,1,,,,Roof Test,No,
2018.11.13 13:45:11,2018.11.13 13:45:00,,,,2018.11.13 13:45:11,Resolved QFP,33.384457,-111.811121,12S,3694203,424558,391,,1.0,0x51104812,8,,,,,2018.11.13 14:10:36,1,,,,Roof Test,No,
2018.11.13 14:00:00,2018.11.13 14:00:00,,,,,,,,,,,,,,,,,,5,,2018.11.13 14:10:36,1,,,,Roof Test,No,
