Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700550A
Comment,
Iridium IMEI,300434062885590

Report Period Begins,2018.03.16 18:08:01
Report Period Ends,2021.03.10 23:31:55

Report File Number,1 of 1
File Coverage Begins,2018.03.16 18:08:01
File Coverage Ends,2021.03.10 23:31:55

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.03.16 18:08:01,2018.03.16 18:08:01,,,,,,,,,,,,,,,,,,1,,2018.03.16 22:13:24,1,,,,,Yes,
2018.03.16 18:08:41,2018.03.16 18:08:01,,,,2018.03.16 18:08:41,Succeeded,66.413023,-146.469097,6W,7366049,523705,,7.88,,,,,,,,2018.03.16 22:13:24,1,,,,,Yes,
2018.03.16 18:13:01,2018.03.16 18:08:01,,,,,,,,,,,,,,,,,67,,,2018.03.16 22:13:24,1,,,,,Yes,
2018.03.16 20:00:00,2018.03.16 20:00:00,,,,,,,,,,,,,,,,,,0,,2018.03.18 20:00:45,1,,,,Primary,No,
2018.03.16 20:00:11,2018.03.16 20:00:00,,,,2018.03.16 20:00:11,Resolved QFP,66.386044,-146.386642,6W,7363075,527416,170,,1.2,0x260081D0,8,,,,,2018.03.18 20:00:45,1,,,,Primary,No,
2018.03.16 22:13:24,2018.03.16 22:13:24,,,,,,,,,,,,,,,,,,,Hit,2018.03.16 22:13:24,1,,,,,Yes,
2018.03.16 22:13:24,2018.03.16 22:13:24,2,66.40368,-146.40927,,,,,,,,,,,,,,,,,2018.03.16 22:13:24,,,,,,,
2018.03.17 00:00:00,2018.03.17 00:00:00,,,,,,,,,,,,,,,,,,27,,2018.03.18 20:00:45,1,,,,Primary,No,
2018.03.17 00:00:17,2018.03.17 00:00:00,,,,2018.03.17 00:00:17,Resolved QFP,66.386033,-146.388214,6W,7363073,527346,143,,1.1,0x28815400,7,,,,,2018.03.18 20:00:45,1,,,,Primary,No,
2018.03.17 04:00:00,2018.03.17 04:00:00,,,,,,,,,,,,,,,,,,19,,2018.03.18 20:00:45,1,,,,Primary,No,
2018.03.17 04:00:10,2018.03.17 04:00:00,,,,2018.03.17 04:00:10,Resolved QFP,66.385865,-146.412601,6W,7363044,526256,124,,1.0,0xD1042826,10,,,,,2018.03.18 20:00:45,1,,,,Primary,No,
2018.03.17 08:00:00,2018.03.17 08:00:00,,,,,,,,,,,,,,,,,,-15,,2018.03.18 20:00:45,1,,,,Primary,No,
2018.03.17 08:00:07,2018.03.17 08:00:00,,,,2018.03.17 08:00:07,Resolved QFP,66.330842,-146.377631,6W,7356926,527880,135,,1.0,0x1618D050,10,,,,,2018.03.18 20:00:45,1,,,,Primary,No,
2018.03.17 12:00:00,2018.03.17 12:00:00,,,,,,,,,,,,,,,,,,-19,,2018.03.18 20:00:45,1,,,,Primary,No,
