Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700535A
Comment,
Iridium IMEI,300434062295830

Report Period Begins,2018.04.06 18:54:34
Report Period Ends,2020.06.02 20:01:18

Report File Number,1 of 1
File Coverage Begins,2018.04.06 18:54:34
File Coverage Ends,2020.06.02 20:01:18

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.04.06 18:54:34,2018.04.06 18:54:34,,,,,,,,,,,,,,,,,,-4,,2018.04.06 23:00:03,1,,,,,Yes,
2018.04.06 18:55:27,2018.04.06 18:54:34,,,,2018.04.06 18:55:27,Succeeded,66.755355,-151.470585,5W,7404934,567350,,17.33,,,,,,,,2018.04.06 23:00:03,1,,,,,Yes,
2018.04.06 18:59:34,2018.04.06 18:54:34,,,,,,,,,,,,,,,,,4,,,2018.04.06 23:00:03,1,,,,,Yes,
2018.04.06 20:00:00,2018.04.06 20:00:00,,,,,,,,,,,,,,,,,,16,,2018.04.08 16:00:24,1,,,,Primary,No,
2018.04.06 20:00:12,2018.04.06 20:00:00,,,,2018.04.06 20:00:12,Resolved QFP,66.755898,-151.471942,5W,7404993,567289,188,,1.0,0x2C0850D0,9,,,,,2018.04.08 16:00:24,1,,,,Primary,No,
2018.04.06 23:00:03,2018.04.06 23:00:03,3,66.76886,-151.48382,,,,,,,,,,,,,,,,,2018.04.06 23:00:03,,,,,,,
2018.04.06 23:00:03,2018.04.06 23:00:03,,,,,,,,,,,,,,,,,,,Hit,2018.04.06 23:00:03,1,,,,,Yes,
2018.04.07 00:00:00,2018.04.07 00:00:00,,,,,,,,,,,,,,,,,,25,,2018.04.08 16:00:24,1,,,,Primary,No,
2018.04.07 00:00:15,2018.04.07 00:00:00,,,,2018.04.07 00:00:15,Resolved QFP,66.759435,-151.466148,5W,7405394,567534,208,,0.8,0x88074820,8,,,,,2018.04.08 16:00:24,1,,,,Primary,No,
2018.04.07 04:00:00,2018.04.07 04:00:00,,,,,,,,,,,,,,,,,,27,,2018.04.08 16:00:24,1,,,,Primary,No,
2018.04.07 04:00:07,2018.04.07 04:00:00,,,,2018.04.07 04:00:07,Resolved QFP,66.759886,-151.465535,5W,7405445,567560,203,,1.5,0x51000922,7,,,,,2018.04.08 16:00:24,1,,,,Primary,No,
2018.04.07 08:00:00,2018.04.07 08:00:00,,,,,,,,,,,,,,,,,,12,,2018.04.08 16:00:24,1,,,,Primary,No,
2018.04.07 08:00:10,2018.04.07 08:00:00,,,,2018.04.07 08:00:10,Resolved QFP,66.767328,-151.466593,5W,7406273,567493,174,,1.6,0x2018D240,8,,,,,2018.04.08 16:00:24,1,,,,Primary,No,
2018.04.07 11:10:00,2018.04.07 11:00:00,,,,,,,,,,,,,,,,,3,,,2018.04.08 16:00:24,1,,,,Primary,No,
