Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700560A
Comment,
Iridium IMEI,300434062293790

Report Period Begins,2018.04.03 20:17:05
Report Period Ends,2021.10.16 01:20:36

Report File Number,1 of 1
File Coverage Begins,2018.04.03 20:17:05
File Coverage Ends,2021.10.16 01:20:36

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.04.03 20:17:05,2018.04.03 20:17:05,,,,,,,,,,,,,,,,,,1,,2018.04.04 04:22:29,1,,,,,Yes,
2018.04.03 20:18:30,2018.04.03 20:17:05,,,,2018.04.03 20:18:30,Succeeded,65.197311,-157.353178,4W,7231450,577078,,24.81,,,,,,,,2018.04.04 04:22:29,1,,,,,Yes,
2018.04.03 20:18:30,,,,,2018.04.03 20:18:30,Succeeded,65.197311,-157.353178,4W,7231450,577078,,24.81,,,,,,,,2018.04.04 04:22:37,1,,,,,No,
2018.04.03 20:22:05,2018.04.03 20:17:05,,,,,,,,,,,,,,,,,42,,,2018.04.04 04:22:29,1,,,,,Yes,
2018.04.04 00:00:00,2018.04.04 00:00:00,,,,,,,,,,,,,,,,,,30,,2018.04.04 04:22:46,1,,,,Primary,No,
2018.04.04 00:00:08,2018.04.04 00:00:00,,,,2018.04.04 00:00:08,Resolved QFP,65.197713,-157.351785,4W,7231497,577142,81,,1.1,0x88854801,8,,,,,2018.04.04 04:22:46,1,,,,Primary,No,
2018.04.04 04:00:00,2018.04.04 04:00:00,,,,,,,,,,,,,,,,,,22,,2018.04.04 04:22:46,1,,,,Primary,No,
2018.04.04 04:00:09,2018.04.04 04:00:00,,,,2018.04.04 04:00:09,Resolved QFP,65.205477,-157.373080,4W,7232336,576124,98,,1.3,0x51400812,7,,,,,2018.04.04 04:22:37,1,,,,,No,
2018.04.04 04:00:09,2018.04.04 04:00:00,,,,2018.04.04 04:00:09,Resolved QFP,65.205477,-157.373080,4W,7232336,576124,98,,1.3,0x51400812,7,,,,,2018.04.04 04:22:46,1,,,,Primary,No,
2018.04.04 04:22:29,2018.04.04 04:22:29,,,,,,,,,,,,,,,,,,,Hit,2018.04.04 04:22:29,1,,,,,Yes,
2018.04.04 04:22:29,2018.04.04 04:22:29,3,65.22062,-157.34065,,,,,,,,,,,,,,,,,2018.04.04 04:22:29,,,,,,,
2018.04.04 04:22:31,2018.04.04 04:22:31,,,,,,,,,,,,,,,,,,,,2018.04.04 04:22:37,1,,,Auxiliary 3 00 00 33 44 44 44 33 45 35 38 2C 53 33 00,,No,
2018.04.04 04:22:37,2018.04.04 04:22:37,3,65.22062,-157.34065,,,,,,,,,,,,,,,,,2018.04.04 04:22:37,,,,,,,
2018.04.04 04:22:37,2018.04.04 04:22:37,,,,,,,,,,,,,,,,,,22,Hit,2018.04.04 04:22:37,1,,,,,No,
