Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700606A
Comment,
Iridium IMEI,300434062493990

Report Period Begins,2017.12.12 17:45:00
Report Period Ends,2019.06.24 16:00:18

Report File Number,1 of 1
File Coverage Begins,2017.12.12 17:45:00
File Coverage Ends,2019.06.24 16:00:18

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2017.12.12 17:45:00,2017.12.12 17:45:00,,,,,,,,,,,,,,,,,,29,,2017.12.12 18:00:34,1,,,,Roof Test,No,
2017.12.12 17:45:09,2017.12.12 17:45:00,,,,2017.12.12 17:45:09,Resolved QFP,33.384405,-111.811210,12S,3694197,424549,390,,1.0,0x84926280,9,,,,,2017.12.12 18:00:34,1,,,,Roof Test,No,
2017.12.12 18:00:00,2017.12.12 18:00:00,,,,,,,,,,,,,,,,,,30,,2017.12.12 18:00:34,1,,,,Roof Test,No,
2017.12.12 18:00:10,2017.12.12 18:00:00,,,,2017.12.12 18:00:10,Resolved QFP,33.384410,-111.811217,12S,3694198,424549,397,,1.0,0x84926280,9,,,,,2017.12.12 18:00:34,1,,,,Roof Test,No,
2017.12.12 18:00:34,2017.12.12 18:00:34,,,,,,,,,,,,,,,,,,,Hit,2017.12.12 18:00:34,1,No,No,,,No,
2017.12.12 18:00:34,2017.12.12 18:00:34,4,33.38040,-111.80938,,,,,,,,,,,,,,,,,2017.12.12 18:00:34,,,,,,,
2017.12.12 18:15:00,2017.12.12 18:15:00,,,,,,,,,,,,,,,,,,28,,2017.12.12 18:30:32,1,,,,Roof Test,No,
2017.12.12 18:15:10,2017.12.12 18:15:00,,,,2017.12.12 18:15:10,Resolved QFP,33.384473,-111.811223,12S,3694205,424548,390,,1.1,0x84922280,8,,,,,2017.12.12 18:30:32,1,,,,Roof Test,No,
2017.12.12 18:30:00,2017.12.12 18:30:00,,,,,,,,,,,,,,,,,,29,,2017.12.12 18:30:32,1,,,,Roof Test,No,
2017.12.12 18:30:09,2017.12.12 18:30:00,,,,2017.12.12 18:30:09,Resolved QFP,33.384405,-111.811249,12S,3694197,424546,398,,0.8,0xC4922680,10,,,,,2017.12.12 18:30:32,1,,,,Roof Test,No,
2017.12.12 18:30:32,2017.12.12 18:30:32,681,33.39145,-111.86532,,,,,,,,,,,,,,,,,2017.12.12 18:30:32,,,,,,,
2017.12.12 18:30:32,2017.12.12 18:30:32,,,,,,,,,,,,,,,,,,,Hit,2017.12.12 18:30:32,1,No,No,,,No,
2017.12.12 18:45:00,2017.12.12 18:45:00,,,,,,,,,,,,,,,,,,32,,2017.12.12 19:00:28,1,,,,Roof Test,No,
2017.12.12 18:45:09,2017.12.12 18:45:00,,,,2017.12.12 18:45:09,Resolved QFP,33.384440,-111.811162,12S,3694201,424554,379,,0.9,0xC4822680,9,,,,,2017.12.12 19:00:28,1,,,,Roof Test,No,
