Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700572A
Comment,
Iridium IMEI,300434062296790

Report Period Begins,2018.02.19 19:40:47
Report Period Ends,2019.04.29 07:13:40

Report File Number,1 of 1
File Coverage Begins,2018.02.19 19:40:47
File Coverage Ends,2019.04.29 07:13:40

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.02.19 19:40:47,2018.02.19 19:40:47,,,,,,,,,,,,,,,,,,9,,2018.02.19 19:45:57,1,,,,,Yes,
2018.02.19 19:42:01,2018.02.19 19:40:47,,,,2018.02.19 19:42:01,Succeeded,62.618071,-141.826419,7V,6943309,457595,,7.40,,,,,,,,2018.02.19 19:45:57,1,,,,,Yes,
2018.02.19 19:45:47,2018.02.19 19:40:47,,,,,,,,,,,,,,,,,18,,,2018.02.19 19:45:57,1,,,,,Yes,
2018.02.19 19:45:57,2018.02.19 19:45:57,,,,,,,,,,,,,,,,,,,Hit,2018.02.19 19:45:57,1,,,,,Yes,
2018.02.19 19:45:57,2018.02.19 19:45:57,7,62.67081,-141.86471,,,,,,,,,,,,,,,,,2018.02.19 19:45:57,,,,,,,
2018.02.19 20:00:00,2018.02.19 20:00:00,,,,,,,,,,,,,,,,,,6,,2018.02.21 20:01:08,1,,,,Primary,No,
2018.02.19 20:00:10,2018.02.19 20:00:00,,,,2018.02.19 20:00:10,Resolved QFP,62.618108,-141.826407,7V,6943313,457595,645,,1.2,0x22408162,8,,,,,2018.02.21 20:01:08,1,,,,Primary,No,
2018.02.20 00:00:00,2018.02.20 00:00:00,,,,,,,,,,,,,,,,,,26,,2018.02.21 20:01:08,1,,,,Primary,No,
2018.02.20 00:00:11,2018.02.20 00:00:00,,,,2018.02.20 00:00:11,Resolved QFP,62.615484,-141.822588,7V,6943018,457788,652,,1.0,0x280854D0,9,,,,,2018.02.21 20:01:08,1,,,,Primary,No,
2018.02.20 04:00:00,2018.02.20 04:00:00,,,,,,,,,,,,,,,,,,28,,2018.02.21 20:01:08,1,,,,Primary,No,
2018.02.20 04:00:16,2018.02.20 04:00:00,,,,2018.02.20 04:00:16,Resolved QFP,62.610582,-141.813846,7V,6942466,458229,658,,1.2,0x80A50822,8,,,,,2018.02.21 20:01:08,1,,,,Primary,No,
2018.02.20 08:00:00,2018.02.20 08:00:00,,,,,,,,,,,,,,,,,,23,,2018.02.21 20:01:08,1,,,,Primary,No,
2018.02.20 08:00:06,2018.02.20 08:00:00,,,,2018.02.20 08:00:06,Resolved QFP,62.611616,-141.817795,7V,6942584,458028,660,,1.3,0x51180100,6,,,,,2018.02.21 20:01:08,1,,,,Primary,No,
2018.02.20 12:00:00,2018.02.20 12:00:00,,,,,,,,,,,,,,,,,,13,,2018.02.21 20:01:08,1,,,,Primary,No,
