Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700562A
Comment,
Iridium IMEI,300434062292800

Report Period Begins,2018.02.03 21:44:28
Report Period Ends,2019.02.12 00:00:26

Report File Number,1 of 1
File Coverage Begins,2018.02.03 21:44:28
File Coverage Ends,2019.02.12 00:00:26

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.02.03 21:44:28,2018.02.03 21:44:28,,,,,,,,,,,,,,,,,,-27,,2018.02.04 21:50:36,1,,,,,Yes,
2018.02.03 21:45:08,2018.02.03 21:44:28,,,,2018.02.03 21:45:08,Succeeded,62.669131,-141.669060,7V,6948903,465728,,9.10,,,,,,,,2018.02.04 21:50:36,1,,,,,Yes,
2018.02.03 21:49:28,2018.02.03 21:44:28,,,,,,,,,,,,,,,,,25,,,2018.02.04 21:50:36,1,,,,,Yes,
2018.02.03 23:10:00,2018.02.03 23:00:00,,,,,,,,,,,,,,,,,20,,,2018.02.10 21:54:43,1,,,,Primary,No,
2018.02.04 09:00:00,2018.02.04 09:00:00,,,,,,,,,,,,,,,,,,30,,2018.02.10 21:54:43,1,,,,Primary,No,
2018.02.04 09:00:19,2018.02.04 09:00:00,,,,2018.02.04 09:00:19,Unresolved QFP,62.666303,-141.700658,7V,6948606,464106,-15,,25.5,0x42100100,4,,,,,2018.02.10 21:54:43,1,,,,Primary,No,
2018.02.04 21:50:36,2018.02.04 21:50:36,,,,,,,,,,,,,,,,,,,Hit,2018.02.04 21:50:36,1,,,,,Yes,
2018.02.04 21:50:36,2018.02.04 21:50:36,3,62.65640,-141.69371,,,,,,,,,,,,,,,,,2018.02.04 21:50:36,,,,,,,
2018.02.05 00:10:00,2018.02.05 00:00:00,,,,,,,,,,,,,,,,,79,,,2018.02.10 21:54:43,1,,,,Primary,No,
2018.02.05 10:00:00,2018.02.05 10:00:00,,,,,,,,,,,,,,,,,,24,,2018.02.10 21:54:43,1,,,,Primary,No,
2018.02.05 10:00:08,2018.02.05 10:00:00,,,,2018.02.05 10:00:08,Resolved QFP,62.657049,-141.701722,7V,6947575,464040,691,,1.2,0x52188010,7,,,,,2018.02.10 21:54:43,1,,,,Primary,No,
2018.02.06 01:10:00,2018.02.06 01:00:00,,,,,,,,,,,,,,,,,174,,,2018.02.10 21:54:43,1,,,,Primary,No,
2018.02.06 11:00:00,2018.02.06 11:00:00,,,,,,,,,,,,,,,,,,26,,2018.02.10 21:54:43,1,,,,Primary,No,
2018.02.06 11:00:11,2018.02.06 11:00:00,,,,2018.02.06 11:00:11,Resolved QFP (Uncertain),62.671055,-141.719371,7V,6949145,463153,661,,1.6,0x34184000,6,,,,,2018.02.10 21:54:43,1,,,,Primary,No,
2018.02.07 02:10:00,2018.02.07 02:00:00,,,,,,,,,,,,,,,,,1,,,2018.02.10 21:54:43,1,,,,Primary,No,
