Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704775A
Comment,
Iridium IMEI,300434063159330

Report Period Begins,2018.11.29 17:00:00
Report Period Ends,2018.11.29 18:58:13

Report File Number,1 of 1
File Coverage Begins,2018.11.29 17:00:00
File Coverage Ends,2018.11.29 18:58:13

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.29 17:00:00,2018.11.29 17:00:00,,,,,,,,,,,,,,,,,,23,,2018.11.29 17:28:12,1,,,,Roof Test,No,
2018.11.29 17:00:13,2018.11.29 17:00:00,,,,2018.11.29 17:00:13,Resolved QFP,33.384369,-111.811053,12S,3694193,424564,434,,1.6,0x94180280,7,,,,,2018.11.29 17:28:12,1,,,,Roof Test,No,
2018.11.29 17:15:00,2018.11.29 17:15:00,,,,,,,,,,,,,,,,,,24,,2018.11.29 17:28:12,1,,,,Roof Test,No,
2018.11.29 17:15:08,2018.11.29 17:15:00,,,,2018.11.29 17:15:08,Resolved QFP,33.384549,-111.811041,12S,3694213,424565,422,,2.3,0x84180280,6,,,,,2018.11.29 17:28:12,1,,,,Roof Test,No,
2018.11.29 17:28:12,2018.11.29 17:28:12,2,33.38778,-111.76945,,,,,,,,,,,,,,,,,2018.11.29 17:28:12,,,,,,,
2018.11.29 17:28:12,2018.11.29 17:28:12,,,,,,,,,,,,,,,,,,,Hit,2018.11.29 17:28:12,1,No,No,,,No,
2018.11.29 17:30:00,2018.11.29 17:30:00,,,,,,,,,,,,,,,,,,26,,2018.11.29 17:58:15,1,,,,Roof Test,No,
2018.11.29 17:30:09,2018.11.29 17:30:00,,,,2018.11.29 17:30:09,Resolved QFP,33.384522,-111.811002,12S,3694210,424569,378,,1.8,0x84180280,6,,,,,2018.11.29 17:58:15,1,,,,Roof Test,No,
2018.11.29 17:45:00,2018.11.29 17:45:00,,,,,,,,,,,,,,,,,,30,,2018.11.29 17:58:15,1,,,,Roof Test,No,
2018.11.29 17:45:12,2018.11.29 17:45:00,,,,2018.11.29 17:45:12,Resolved QFP (Uncertain),33.384441,-111.810985,12S,3694201,424570,381,,3.8,0x80182280,6,,,,,2018.11.29 17:58:15,1,,,,Roof Test,No,
2018.11.29 17:58:15,2018.11.29 17:58:15,,,,,,,,,,,,,,,,,,,Hit,2018.11.29 17:58:15,1,No,No,,,No,
2018.11.29 17:58:15,2018.11.29 17:58:15,5,33.38040,-111.80938,,,,,,,,,,,,,,,,,2018.11.29 17:58:15,,,,,,,
2018.11.29 18:00:00,2018.11.29 18:00:00,,,,,,,,,,,,,,,,,,29,,2018.11.29 18:28:12,1,,,,Roof Test,No,
2018.11.29 18:00:13,2018.11.29 18:00:00,,,,2018.11.29 18:00:13,Resolved QFP,33.384432,-111.811068,12S,3694200,424563,395,,1.8,0x84880280,6,,,,,2018.11.29 18:28:12,1,,,,Roof Test,No,
