Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704705A
Comment,
Iridium IMEI,300434063244620

Report Period Begins,2018.11.26 17:45:00
Report Period Ends,2024.04.13 16:26:40

Report File Number,1 of 1
File Coverage Begins,2018.11.26 17:45:00
File Coverage Ends,2024.04.13 16:26:40

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.26 17:45:00,2018.11.26 17:45:00,,,,,,,,,,,,,,,,,,26,,2018.11.26 18:12:02,1,,,,Roof Test,No,
2018.11.26 17:45:17,2018.11.26 17:45:00,,,,2018.11.26 17:45:17,Resolved QFP,33.384344,-111.811045,12S,3694190,424565,382,,1.2,0x84986280,9,,,,,2018.11.26 18:12:02,1,,,,Roof Test,No,
2018.11.26 18:00:00,2018.11.26 18:00:00,,,,,,,,,,,,,,,,,,29,,2018.11.26 18:12:02,1,,,,Roof Test,No,
2018.11.26 18:00:09,2018.11.26 18:00:00,,,,2018.11.26 18:00:09,Resolved QFP,33.384325,-111.811126,12S,3694188,424557,378,,2.2,0x80980280,6,,,,,2018.11.26 18:12:02,1,,,,Roof Test,No,
2018.11.26 18:12:02,2018.11.26 18:12:02,,,,,,,,,,,,,,,,,,,Hit,2018.11.26 18:12:02,1,No,No,,,No,
2018.11.26 18:12:02,2018.11.26 18:12:02,3,33.38778,-111.76945,,,,,,,,,,,,,,,,,2018.11.26 18:12:02,,,,,,,
2018.11.26 18:15:00,2018.11.26 18:15:00,,,,,,,,,,,,,,,,,,30,,2018.11.26 18:41:58,1,,,,Roof Test,No,
2018.11.26 18:15:09,2018.11.26 18:15:00,,,,2018.11.26 18:15:09,Resolved QFP,33.384364,-111.811076,12S,3694193,424562,380,,2.3,0x80980280,6,,,,,2018.11.26 18:41:58,1,,,,Roof Test,No,
2018.11.26 18:30:00,2018.11.26 18:30:00,,,,,,,,,,,,,,,,,,31,,2018.11.26 18:41:58,1,,,,Roof Test,No,
2018.11.26 18:30:10,2018.11.26 18:30:00,,,,2018.11.26 18:30:10,Resolved QFP,33.384366,-111.811082,12S,3694193,424561,391,,1.2,0xC4980200,7,,,,,2018.11.26 18:41:58,1,,,,Roof Test,No,
2018.11.26 18:41:58,2018.11.26 18:41:58,,,,,,,,,,,,,,,,,,,Hit,2018.11.26 18:41:58,1,No,No,,,No,
2018.11.26 18:41:58,2018.11.26 18:41:58,5,33.33922,-111.75352,,,,,,,,,,,,,,,,,2018.11.26 18:41:58,,,,,,,
2018.11.26 18:45:00,2018.11.26 18:45:00,,,,,,,,,,,,,,,,,,32,,2018.11.26 19:11:57,1,,,,Roof Test,No,
2018.11.26 18:45:12,2018.11.26 18:45:00,,,,2018.11.26 18:45:12,Resolved QFP,33.384499,-111.811447,12S,3694208,424527,394,,3.9,0x80980600,6,,,,,2018.11.26 19:11:57,1,,,,Roof Test,No,
