Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704681A
Comment,
Iridium IMEI,300434063242730

Report Period Begins,2018.11.19 20:30:00
Report Period Ends,2024.08.01 08:00:26

Report File Number,1 of 1
File Coverage Begins,2018.11.19 20:30:00
File Coverage Ends,2024.08.01 08:00:26

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.19 20:30:00,2018.11.19 20:30:00,,,,,,,,,,,,,,,,,,34,,2018.11.19 20:45:36,1,,,,Roof Test,No,
2018.11.19 20:30:12,2018.11.19 20:30:00,,,,2018.11.19 20:30:12,Resolved QFP,33.384401,-111.811184,12S,3694197,424552,389,,0.9,0xC5282601,10,,,,,2018.11.19 20:45:36,1,,,,Roof Test,No,
2018.11.19 20:45:00,2018.11.19 20:45:00,,,,,,,,,,,,,,,,,,37,,2018.11.19 20:45:36,1,,,,Roof Test,No,
2018.11.19 20:45:08,2018.11.19 20:45:00,,,,2018.11.19 20:45:08,Resolved QFP,33.384475,-111.810909,12S,3694205,424578,365,,1.3,0x40280681,7,,,,,2018.11.19 20:45:36,1,,,,Roof Test,No,
2018.11.19 20:45:36,2018.11.19 20:45:36,7,33.38040,-111.80938,,,,,,,,,,,,,,,,,2018.11.19 20:45:36,,,,,,,
2018.11.19 20:45:36,2018.11.19 20:45:36,,,,,,,,,,,,,,,,,,,Hit,2018.11.19 20:45:36,1,No,No,,,No,
2018.11.19 21:00:00,2018.11.19 21:00:00,,,,,,,,,,,,,,,,,,39,,2018.11.19 21:15:40,1,,,,Roof Test,No,
2018.11.19 21:00:13,2018.11.19 21:00:00,,,,2018.11.19 21:00:13,Resolved QFP,33.384387,-111.811071,12S,3694195,424562,398,,0.8,0xC1282E85,12,,,,,2018.11.19 21:15:40,1,,,,Roof Test,No,
2018.11.19 21:15:00,2018.11.19 21:15:00,,,,,,,,,,,,,,,,,,40,,2018.11.19 21:15:40,1,,,,Roof Test,No,
2018.11.19 21:15:12,2018.11.19 21:15:00,,,,2018.11.19 21:15:12,Resolved QFP,33.384445,-111.811155,12S,3694202,424555,398,,1.0,0xC3282605,11,,,,,2018.11.19 21:15:40,1,,,,Roof Test,No,
2018.11.19 21:15:40,2018.11.19 21:15:40,,,,,,,,,,,,,,,,,,,Hit,2018.11.19 21:15:40,1,No,No,,,No,
2018.11.19 21:15:40,2018.11.19 21:15:40,4,33.39885,-111.82537,,,,,,,,,,,,,,,,,2018.11.19 21:15:40,,,,,,,
2018.11.19 21:30:00,2018.11.19 21:30:00,,,,,,,,,,,,,,,,,,37,,2018.11.19 21:45:35,1,,,,Roof Test,No,
2018.11.19 21:30:12,2018.11.19 21:30:00,,,,2018.11.19 21:30:12,Resolved QFP,33.384468,-111.811161,12S,3694204,424554,399,,1.2,0xC1282605,10,,,,,2018.11.19 21:45:35,1,,,,Roof Test,No,
