Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704529A
Comment,
Iridium IMEI,300434063156300

Report Period Begins,2018.11.13 13:00:00
Report Period Ends,2021.04.06 19:57:51

Report File Number,1 of 1
File Coverage Begins,2018.11.13 13:00:00
File Coverage Ends,2021.04.06 19:57:51

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.13 13:00:00,2018.11.13 13:00:00,,,,,,,,,,,,,,,,,,13,,2018.11.13 13:19:57,1,,,,Roof Test,No,
2018.11.13 13:00:12,2018.11.13 13:00:00,,,,2018.11.13 13:00:12,Resolved QFP,33.384691,-111.811049,12S,3694229,424565,408,,1.4,0x51040832,8,,,,,2018.11.13 13:19:57,1,,,,Roof Test,No,
2018.11.13 13:15:00,2018.11.13 13:15:00,,,,,,,,,,,,,,,,,,8,,2018.11.13 13:19:57,1,,,,Roof Test,No,
2018.11.13 13:15:10,2018.11.13 13:15:00,,,,2018.11.13 13:15:10,Resolved QFP (Uncertain),33.384673,-111.811204,12S,3694227,424550,416,,1.7,0x51000832,7,,,,,2018.11.13 13:19:57,1,,,,Roof Test,No,
2018.11.13 13:19:57,2018.11.13 13:19:57,4,33.35763,-111.76945,,,,,,,,,,,,,,,,,2018.11.13 13:19:57,,,,,,,
2018.11.13 13:19:57,2018.11.13 13:19:57,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:19:57,1,No,No,,,No,
2018.11.13 13:30:00,2018.11.13 13:30:00,,,,,,,,,,,,,,,,,,7,,2018.11.13 13:50:01,1,,,,Roof Test,No,
2018.11.13 13:30:11,2018.11.13 13:30:00,,,,2018.11.13 13:30:11,Resolved QFP,33.384339,-111.811197,12S,3694190,424551,418,,1.0,0x51005812,8,,,,,2018.11.13 13:50:01,1,,,,Roof Test,No,
2018.11.13 13:45:00,2018.11.13 13:45:00,,,,,,,,,,,,,,,,,,6,,2018.11.13 13:50:01,1,,,,Roof Test,No,
2018.11.13 13:45:11,2018.11.13 13:45:00,,,,2018.11.13 13:45:11,Resolved QFP,33.384302,-111.811217,12S,3694186,424549,421,,1.2,0x51105810,8,,,,,2018.11.13 13:50:01,1,,,,Roof Test,No,
2018.11.13 13:50:01,2018.11.13 13:50:01,6,33.35027,-111.80938,,,,,,,,,,,,,,,,,2018.11.13 13:50:01,,,,,,,
2018.11.13 13:50:01,2018.11.13 13:50:01,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:50:01,1,No,No,,,No,
2018.11.13 14:00:00,2018.11.13 14:00:00,,,,,,,,,,,,,,,,,,5,,2018.11.13 14:19:59,1,,,,Roof Test,No,
2018.11.13 14:00:12,2018.11.13 14:00:00,,,,2018.11.13 14:00:12,Resolved QFP,33.384373,-111.811141,12S,3694194,424556,396,,1.2,0x13105810,8,,,,,2018.11.13 14:19:59,1,,,,Roof Test,No,
