Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700558A
Comment,
Iridium IMEI,300434062292810

Report Period Begins,2018.04.04 19:44:13
Report Period Ends,2019.03.23 00:00:34

Report File Number,1 of 1
File Coverage Begins,2018.04.04 19:44:13
File Coverage Ends,2019.03.23 00:00:34

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.04.04 19:44:13,2018.04.04 19:44:13,,,,,,,,,,,,,,,,,,-1,,2018.04.04 19:49:25,1,,,,,Yes,
2018.04.04 19:45:30,2018.04.04 19:44:13,,,,2018.04.04 19:45:30,Succeeded,65.240938,-157.180352,4W,7236533,585026,,15.11,,,,,,,,2018.04.04 19:49:25,1,,,,,Yes,
2018.04.04 19:45:30,2018.04.04 19:45:00,,,,2018.04.04 19:45:30,Succeeded,65.240938,-157.180352,4W,7236533,585026,,15.11,,,,,,,,2018.04.04 19:54:33,1,,,,,No,
2018.04.04 19:49:13,2018.04.04 19:44:13,,,,,,,,,,,,,,,,,11,,,2018.04.04 19:49:25,1,,,,,Yes,
2018.04.04 19:49:25,2018.04.04 19:49:25,3,65.25314,-157.22865,,,,,,,,,,,,,,,,,2018.04.04 19:49:25,,,,,,,
2018.04.04 19:49:25,2018.04.04 19:49:25,,,,,,,,,,,,,,,,,,,Hit,2018.04.04 19:49:25,1,,,,,Yes,
2018.04.04 19:54:22,2018.04.04 19:54:22,,,,,,,,,,,,,,,,,,,,2018.04.04 19:54:33,1,,,Auxiliary 3 00 00 33 44 44 44 32 30 33 41 2C 53 33 00,,No,
2018.04.04 19:54:33,2018.04.04 19:54:33,5,65.28319,-157.19546,,,,,,,,,,,,,,,,,2018.04.04 19:54:33,,,,,,,
2018.04.04 19:54:33,2018.04.04 19:54:33,,,,,,,,,,,,,,,,,,-3,Hit,2018.04.04 19:54:33,1,,,,,No,
2018.04.04 20:00:00,2018.04.04 20:00:00,,,,,,,,,,,,,,,,,,-2,,2018.04.06 12:00:22,1,,,,Auxiliary 3,No,
2018.04.04 20:00:07,2018.04.04 20:00:00,,,,2018.04.04 20:00:07,Resolved QFP,65.240904,-157.180375,4W,7236529,585025,79,,1.1,0x281010D0,7,,,,,2018.04.06 12:00:22,1,,,,Auxiliary 3,No,
2018.04.04 20:10:00,2018.04.04 20:00:00,,,,,,,,,,,,,,,,,98,,,2018.04.06 12:00:22,1,,,,Auxiliary 3,No,
2018.04.05 00:00:00,2018.04.05 00:00:00,,,,,,,,,,,,,,,,,,-1,,2018.04.06 12:00:22,1,,,,Auxiliary 3,No,
2018.04.05 00:00:09,2018.04.05 00:00:00,,,,2018.04.05 00:00:09,Resolved QFP,65.247082,-157.169626,4W,7237232,585507,105,,1.1,0x88854A00,8,,,,,2018.04.06 12:00:22,1,,,,Auxiliary 3,No,
