Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704530A
Comment,
Iridium IMEI,300434063837520

Report Period Begins,2018.11.13 13:00:00
Report Period Ends,2018.11.13 15:30:49

Report File Number,1 of 1
File Coverage Begins,2018.11.13 13:00:00
File Coverage Ends,2018.11.13 15:30:49

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.13 13:00:00,2018.11.13 13:00:00,,,,,,,,,,,,,,,,,,12,,2018.11.13 13:20:44,1,,,,Roof Test,No,
2018.11.13 13:00:14,2018.11.13 13:00:00,,,,2018.11.13 13:00:14,Resolved QFP,33.384711,-111.811108,12S,3694231,424559,406,,1.7,0x51000832,7,,,,,2018.11.13 13:20:44,1,,,,Roof Test,No,
2018.11.13 13:15:00,2018.11.13 13:15:00,,,,,,,,,,,,,,,,,,9,,2018.11.13 13:20:44,1,,,,Roof Test,No,
2018.11.13 13:15:11,2018.11.13 13:15:00,,,,2018.11.13 13:15:11,Resolved QFP,33.384593,-111.811152,12S,3694218,424555,409,,1.4,0x51100832,8,,,,,2018.11.13 13:20:44,1,,,,Roof Test,No,
2018.11.13 13:20:44,2018.11.13 13:20:44,7,33.35027,-111.80938,,,,,,,,,,,,,,,,,2018.11.13 13:20:44,,,,,,,
2018.11.13 13:20:44,2018.11.13 13:20:44,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:20:44,1,No,No,,,No,
2018.11.13 13:30:00,2018.11.13 13:30:00,,,,,,,,,,,,,,,,,,7,,2018.11.13 13:50:50,1,,,,Roof Test,No,
2018.11.13 13:30:12,2018.11.13 13:30:00,,,,2018.11.13 13:30:12,Resolved QFP,33.384525,-111.811121,12S,3694211,424558,398,,1.0,0x51105012,8,,,,,2018.11.13 13:50:50,1,,,,Roof Test,No,
2018.11.13 13:45:00,2018.11.13 13:45:00,,,,,,,,,,,,,,,,,,6,,2018.11.13 13:50:50,1,,,,Roof Test,No,
2018.11.13 13:45:11,2018.11.13 13:45:00,,,,2018.11.13 13:45:11,Resolved QFP,33.384363,-111.811145,12S,3694193,424555,413,,1.2,0x51105810,8,,,,,2018.11.13 13:50:50,1,,,,Roof Test,No,
2018.11.13 13:50:50,2018.11.13 13:50:50,8,33.34290,-111.84930,,,,,,,,,,,,,,,,,2018.11.13 13:50:50,,,,,,,
2018.11.13 13:50:50,2018.11.13 13:50:50,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:50:50,1,No,No,,,No,
2018.11.13 14:00:00,2018.11.13 14:00:00,,,,,,,,,,,,,,,,,,6,,2018.11.13 14:20:44,1,,,,Roof Test,No,
2018.11.13 14:00:13,2018.11.13 14:00:00,,,,2018.11.13 14:00:13,Resolved QFP,33.384311,-111.810865,12S,3694187,424581,452,,1.0,0x11105812,8,,,,,2018.11.13 14:20:44,1,,,,Roof Test,No,
