Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700534A
Comment,
Iridium IMEI,300434062299810

Report Period Begins,2018.03.23 19:05:34
Report Period Ends,2018.08.25 21:10:29

Report File Number,1 of 1
File Coverage Begins,2018.03.23 19:05:34
File Coverage Ends,2018.08.25 21:10:29

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.03.23 19:05:34,2018.03.23 19:05:34,,,,,,,,,,,,,,,,,,-7,,2018.03.23 23:10:59,1,,,,,Yes,
2018.03.23 19:06:31,2018.03.23 19:05:34,,,,2018.03.23 19:06:31,Succeeded,66.768930,-151.671688,5W,7406244,558463,,8.59,,,,,,,,2018.03.23 23:10:59,1,,,,,Yes,
2018.03.23 19:10:34,2018.03.23 19:05:34,,,,,,,,,,,,,,,,,13,,,2018.03.23 23:10:59,1,,,,,Yes,
2018.03.23 20:00:00,2018.03.23 20:00:00,,,,,,,,,,,,,,,,,,4,,2018.03.25 20:00:32,1,,,,Primary,No,
2018.03.23 20:00:10,2018.03.23 20:00:00,,,,2018.03.23 20:00:10,Resolved QFP,66.769718,-151.673925,5W,7406330,558363,169,,1.5,0x241880D0,8,,,,,2018.03.25 20:00:32,1,,,,Primary,No,
2018.03.23 21:10:00,2018.03.23 21:00:00,,,,,,,,,,,,,,,,,407,,,2018.03.25 20:00:32,1,,,,Primary,No,
2018.03.23 23:10:59,2018.03.23 23:10:59,194,66.58752,-155.81753,,,,,,,,,,,,,,,,,2018.03.23 23:10:59,,,,,,,
2018.03.23 23:10:59,2018.03.23 23:10:59,,,,,,,,,,,,,,,,,,,Hit,2018.03.23 23:10:59,1,,,,,Yes,
2018.03.24 00:00:00,2018.03.24 00:00:00,,,,,,,,,,,,,,,,,,13,,2018.03.25 20:00:32,1,,,,Primary,No,
2018.03.24 00:00:08,2018.03.24 00:00:00,,,,2018.03.24 00:00:08,Resolved QFP,66.772869,-151.683359,5W,7406672,557940,174,,1.0,0x08854601,8,,,,,2018.03.25 20:00:32,1,,,,Primary,No,
2018.03.24 04:00:00,2018.03.24 04:00:00,,,,,,,,,,,,,,,,,,6,,2018.03.25 20:00:32,1,,,,Primary,No,
2018.03.24 04:00:07,2018.03.24 04:00:00,,,,2018.03.24 04:00:07,Resolved QFP,66.784288,-151.683468,5W,7407945,557909,195,,1.3,0x51040826,8,,,,,2018.03.25 20:00:32,1,,,,Primary,No,
2018.03.24 08:00:00,2018.03.24 08:00:00,,,,,,,,,,,,,,,,,,11,,2018.03.25 20:00:32,1,,,,Primary,No,
2018.03.24 08:00:07,2018.03.24 08:00:00,,,,2018.03.24 08:00:07,Resolved QFP,66.791030,-151.736999,5W,7408648,555539,190,,2.1,0x16188010,7,,,,,2018.03.25 20:00:32,1,,,,Primary,No,
