Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704767A
Comment,
Iridium IMEI,300434062097630

Report Period Begins,2018.11.29 17:00:00
Report Period Ends,2018.11.29 19:38:28

Report File Number,1 of 1
File Coverage Begins,2018.11.29 17:00:00
File Coverage Ends,2018.11.29 19:38:28

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.29 17:00:00,2018.11.29 17:00:00,,,,,,,,,,,,,,,,,,23,,2018.11.29 17:28:28,1,,,,Roof Test,No,
2018.11.29 17:00:16,2018.11.29 17:00:00,,,,2018.11.29 17:00:16,Resolved QFP,33.384547,-111.811206,12S,3694213,424550,405,,2.1,0x14184280,7,,,,,2018.11.29 17:28:28,1,,,,Roof Test,No,
2018.11.29 17:15:00,2018.11.29 17:15:00,,,,,,,,,,,,,,,,,,24,,2018.11.29 17:28:28,1,,,,Roof Test,No,
2018.11.29 17:15:19,2018.11.29 17:15:00,,,,2018.11.29 17:15:19,Resolved QFP,33.384390,-111.811107,12S,3694196,424559,374,,1.4,0x84986280,9,,,,,2018.11.29 17:28:28,1,,,,Roof Test,No,
2018.11.29 17:28:28,2018.11.29 17:28:28,2,33.38778,-111.76945,,,,,,,,,,,,,,,,,2018.11.29 17:28:28,,,,,,,
2018.11.29 17:28:28,2018.11.29 17:28:28,,,,,,,,,,,,,,,,,,,Hit,2018.11.29 17:28:28,1,No,No,,,No,
2018.11.29 17:30:00,2018.11.29 17:30:00,,,,,,,,,,,,,,,,,,26,,2018.11.29 17:58:28,1,,,,Roof Test,No,
2018.11.29 17:30:14,2018.11.29 17:30:00,,,,2018.11.29 17:30:14,Resolved QFP,33.384446,-111.811093,12S,3694202,424560,374,,1.7,0x84184280,7,,,,,2018.11.29 17:58:28,1,,,,Roof Test,No,
2018.11.29 17:45:00,2018.11.29 17:45:00,,,,,,,,,,,,,,,,,,30,,2018.11.29 17:58:28,1,,,,Roof Test,No,
2018.11.29 17:45:09,2018.11.29 17:45:00,,,,2018.11.29 17:45:09,Resolved QFP,33.384425,-111.811145,12S,3694200,424556,370,,1.7,0x84880280,6,,,,,2018.11.29 17:58:28,1,,,,Roof Test,No,
2018.11.29 17:58:28,2018.11.29 17:58:28,6,33.42897,-111.82537,,,,,,,,,,,,,,,,,2018.11.29 17:58:28,,,,,,,
2018.11.29 17:58:28,2018.11.29 17:58:28,,,,,,,,,,,,,,,,,,,Hit,2018.11.29 17:58:28,1,No,No,,,No,
2018.11.29 18:00:00,2018.11.29 18:00:00,,,,,,,,,,,,,,,,,,28,,2018.11.29 18:28:30,1,,,,Roof Test,No,
2018.11.29 18:00:10,2018.11.29 18:00:00,,,,2018.11.29 18:00:10,Resolved QFP,33.384464,-111.811068,12S,3694204,424563,377,,1.7,0x84180280,6,,,,,2018.11.29 18:28:30,1,,,,Roof Test,No,
