Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704560A
Comment,
Iridium IMEI,300434063831540

Report Period Begins,2018.11.13 13:00:00
Report Period Ends,2021.04.11 01:02:00

Report File Number,1 of 1
File Coverage Begins,2018.11.13 13:00:00
File Coverage Ends,2021.04.11 01:02:00

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.13 13:00:00,2018.11.13 13:00:00,,,,,,,,,,,,,,,,,,11,,2018.11.13 13:15:59,1,,,,Roof Test,No,
2018.11.13 13:00:13,2018.11.13 13:00:00,,,,2018.11.13 13:00:13,Resolved QFP,33.384854,-111.811265,12S,3694247,424545,433,,1.4,0x51040832,8,,,,,2018.11.13 13:15:59,1,,,,Roof Test,No,
2018.11.13 13:15:00,2018.11.13 13:15:00,,,,,,,,,,,,,,,,,,8,,2018.11.13 13:15:59,1,,,,Roof Test,No,
2018.11.13 13:15:12,2018.11.13 13:15:00,,,,2018.11.13 13:15:12,Resolved QFP,33.384594,-111.811220,12S,3694218,424549,401,,1.6,0x51100812,7,,,,,2018.11.13 13:15:59,1,,,,Roof Test,No,
2018.11.13 13:15:59,2018.11.13 13:15:59,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:15:59,1,No,No,,,No,
2018.11.13 13:15:59,2018.11.13 13:15:59,10,33.38778,-111.76945,,,,,,,,,,,,,,,,,2018.11.13 13:15:59,,,,,,,
2018.11.13 13:30:00,2018.11.13 13:30:00,,,,,,,,,,,,,,,,,,7,,2018.11.13 13:46:03,1,,,,Roof Test,No,
2018.11.13 13:30:12,2018.11.13 13:30:00,,,,2018.11.13 13:30:12,Resolved QFP,33.384482,-111.811236,12S,3694206,424547,400,,1.2,0x51105810,8,,,,,2018.11.13 13:46:03,1,,,,Roof Test,No,
2018.11.13 13:45:00,2018.11.13 13:45:00,,,,,,,,,,,,,,,,,,6,,2018.11.13 13:46:03,1,,,,Roof Test,No,
2018.11.13 13:45:12,2018.11.13 13:45:00,,,,2018.11.13 13:45:12,Resolved QFP,33.384512,-111.811168,12S,3694209,424553,387,,1.0,0x51101812,8,,,,,2018.11.13 13:46:03,1,,,,Roof Test,No,
2018.11.13 13:46:03,2018.11.13 13:46:03,2,33.35027,-111.80938,,,,,,,,,,,,,,,,,2018.11.13 13:46:03,,,,,,,
2018.11.13 13:46:03,2018.11.13 13:46:03,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:46:03,1,No,No,,,No,
2018.11.13 14:00:00,2018.11.13 14:00:00,,,,,,,,,,,,,,,,,,5,,2018.11.13 14:15:59,1,,,,Roof Test,No,
2018.11.13 14:00:14,2018.11.13 14:00:00,,,,2018.11.13 14:00:14,Resolved QFP,33.384419,-111.811137,12S,3694199,424556,402,,0.9,0x53104812,9,,,,,2018.11.13 14:15:59,1,,,,Roof Test,No,
