Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704797A
Comment,
Iridium IMEI,300434063240040

Report Period Begins,2018.11.29 18:00:00
Report Period Ends,2021.07.21 16:00:20

Report File Number,1 of 1
File Coverage Begins,2018.11.29 18:00:00
File Coverage Ends,2021.07.21 16:00:20

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.29 18:00:00,2018.11.29 18:00:00,,,,,,,,,,,,,,,,,,25,,2018.11.29 18:25:14,1,,,,Roof Test,No,
2018.11.29 18:00:14,2018.11.29 18:00:00,,,,2018.11.29 18:00:14,Resolved QFP,33.384426,-111.811121,12S,3694200,424558,392,,1.2,0x84984280,8,,,,,2018.11.29 18:25:14,1,,,,Roof Test,No,
2018.11.29 18:15:00,2018.11.29 18:15:00,,,,,,,,,,,,,,,,,,26,,2018.11.29 18:25:14,1,,,,Roof Test,No,
2018.11.29 18:15:09,2018.11.29 18:15:00,,,,2018.11.29 18:15:09,Resolved QFP,33.384451,-111.811048,12S,3694202,424565,391,,1.5,0x44880280,6,,,,,2018.11.29 18:25:14,1,,,,Roof Test,No,
2018.11.29 18:25:14,2018.11.29 18:25:14,,,,,,,,,,,,,,,,,,,Hit,2018.11.29 18:25:14,1,No,No,,,No,
2018.11.29 18:25:14,2018.11.29 18:25:14,3,33.38040,-111.80938,,,,,,,,,,,,,,,,,2018.11.29 18:25:14,,,,,,,
2018.11.29 18:30:00,2018.11.29 18:30:00,,,,,,,,,,,,,,,,,,26,,2018.11.29 18:55:16,1,,,,Roof Test,No,
2018.11.29 18:30:10,2018.11.29 18:30:00,,,,2018.11.29 18:30:10,Resolved QFP,33.384466,-111.811128,12S,3694204,424557,391,,2.7,0x84080680,6,,,,,2018.11.29 18:55:16,1,,,,Roof Test,No,
2018.11.29 18:45:00,2018.11.29 18:45:00,,,,,,,,,,,,,,,,,,26,,2018.11.29 18:55:16,1,,,,Roof Test,No,
2018.11.29 18:45:09,2018.11.29 18:45:00,,,,2018.11.29 18:45:09,Resolved QFP (Uncertain),33.384492,-111.811218,12S,3694207,424549,364,,1.5,0x04900680,6,,,,,2018.11.29 18:55:16,1,,,,Roof Test,No,
2018.11.29 18:55:16,2018.11.29 18:55:16,,,,,,,,,,,,,,,,,,,Hit,2018.11.29 18:55:16,1,No,No,,,No,
2018.11.29 18:55:16,2018.11.29 18:55:16,4,33.38040,-111.80938,,,,,,,,,,,,,,,,,2018.11.29 18:55:16,,,,,,,
2018.11.29 19:00:00,2018.11.29 19:00:00,,,,,,,,,,,,,,,,,,26,,2018.11.29 19:25:17,1,,,,Roof Test,No,
2018.11.29 19:00:10,2018.11.29 19:00:00,,,,2018.11.29 19:00:10,Resolved QFP,33.384463,-111.811147,12S,3694204,424555,378,,0.8,0xC4980680,9,,,,,2018.11.29 19:25:17,1,,,,Roof Test,No,
