Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704815A
Comment,
Iridium IMEI,300434063156330

Report Period Begins,2018.11.19 18:33:24
Report Period Ends,2018.11.20 00:44:16

Report File Number,1 of 1
File Coverage Begins,2018.11.19 18:33:24
File Coverage Ends,2018.11.20 00:44:16

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.19 18:33:24,2018.11.19 18:33:24,,,,,,,,,,,,,,,,,,24,,2018.11.19 18:38:33,1,,,,,Yes,
2018.11.19 18:34:30,2018.11.19 18:33:24,,,,2018.11.19 18:34:30,Succeeded,33.384471,-111.811236,12S,3694205,424547,,11.51,,,,,,,,2018.11.19 18:38:33,1,,,,,Yes,
2018.11.19 18:38:24,2018.11.19 18:33:24,,,,,,,,,,,,,,,,,0,,,2018.11.19 18:38:33,1,,,,,Yes,
2018.11.19 18:38:33,2018.11.19 18:38:33,4,33.38778,-111.76945,,,,,,,,,,,,,,,,,2018.11.19 18:38:33,,,,,,,
2018.11.19 18:38:33,2018.11.19 18:38:33,,,,,,,,,,,,,,,,,,,Hit,2018.11.19 18:38:33,1,,,,,Yes,
2018.11.19 23:15:00,2018.11.19 23:15:00,,,,,,,,,,,,,,,,,,26,,2018.11.19 23:44:15,1,,,,Roof Test,No,
2018.11.19 23:15:10,2018.11.19 23:15:00,,,,2018.11.19 23:15:10,Resolved QFP,33.384250,-111.811239,12S,3694180,424547,401,,0.9,0x4260A505,10,,,,,2018.11.19 23:44:15,1,,,,Roof Test,No,
2018.11.19 23:30:00,2018.11.19 23:30:00,,,,,,,,,,,,,,,,,,26,,2018.11.19 23:44:15,1,,,,Roof Test,No,
2018.11.19 23:30:13,2018.11.19 23:30:00,,,,2018.11.19 23:30:13,Resolved QFP,33.384297,-111.811278,12S,3694185,424543,396,,1.0,0xC2608504,9,,,,,2018.11.19 23:44:15,1,,,,Roof Test,No,
2018.11.19 23:44:15,2018.11.19 23:44:15,,,,,,,,,,,,,,,,,,,Hit,2018.11.19 23:44:15,1,No,No,,,No,
2018.11.19 23:44:15,2018.11.19 23:44:15,2,33.38040,-111.80938,,,,,,,,,,,,,,,,,2018.11.19 23:44:15,,,,,,,
2018.11.19 23:45:00,2018.11.19 23:45:00,,,,,,,,,,,,,,,,,,24,,2018.11.20 00:14:14,1,,,,Roof Test,No,
2018.11.19 23:45:09,2018.11.19 23:45:00,,,,2018.11.19 23:45:09,Resolved QFP,33.384218,-111.811299,12S,3694177,424541,394,,1.0,0x42608125,9,,,,,2018.11.20 00:14:14,1,,,,Roof Test,No,
2018.11.20 00:00:00,2018.11.20 00:00:00,,,,,,,,,,,,,,,,,,23,,2018.11.20 00:14:14,1,,,,Roof Test,No,
2018.11.20 00:00:10,2018.11.20 00:00:00,,,,2018.11.20 00:00:10,Resolved QFP,33.384254,-111.811277,12S,3694181,424543,392,,1.1,0x42608125,9,,,,,2018.11.20 00:14:14,1,,,,Roof Test,No,
2018.11.20 00:14:14,2018.11.20 00:14:14,,,,,,,,,,,,,,,,,,,Hit,2018.11.20 00:14:14,1,No,No,,,No,
2018.11.20 00:15:00,2018.11.20 00:15:00,,,,,,,,,,,,,,,,,,22,,2018.11.20 00:44:16,1,,,,Roof Test,No,
2018.11.20 00:15:10,2018.11.20 00:15:00,,,,2018.11.20 00:15:10,Resolved QFP,33.384282,-111.811367,12S,3694184,424535,404,,1.2,0x42608164,9,,,,,2018.11.20 00:44:16,1,,,,Roof Test,No,
2018.11.20 00:30:00,2018.11.20 00:30:00,,,,,,,,,,,,,,,,,,21,,2018.11.20 00:44:16,1,,,,Roof Test,No,
2018.11.20 00:30:09,2018.11.20 00:30:00,,,,2018.11.20 00:30:09,Resolved QFP,33.384258,-111.811383,12S,3694181,424533,400,,0.9,0x46608164,10,,,,,2018.11.20 00:44:16,1,,,,Roof Test,No,
2018.11.20 00:44:16,2018.11.20 00:44:16,,,,,,,,,,,,,,,,,,,Hit,2018.11.20 00:44:16,1,No,No,,,No,
2018.11.20 00:44:16,2018.11.20 00:44:16,7,33.33552,-111.88920,,,,,,,,,,,,,,,,,2018.11.20 00:44:16,,,,,,,
