Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704675A
Comment,
Iridium IMEI,300434063247160

Report Period Begins,2018.11.19 20:30:00
Report Period Ends,2020.12.23 19:51:08

Report File Number,1 of 1
File Coverage Begins,2018.11.19 20:30:00
File Coverage Ends,2020.12.23 19:51:08

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.19 20:30:00,2018.11.19 20:30:00,,,,,,,,,,,,,,,,,,35,,2018.11.19 20:46:54,1,,,,Roof Test,No,
2018.11.19 20:30:14,2018.11.19 20:30:00,,,,2018.11.19 20:30:14,Resolved QFP,33.384421,-111.811055,12S,3694199,424564,381,,1.0,0x44280681,8,,,,,2018.11.19 20:46:54,1,,,,Roof Test,No,
2018.11.19 20:45:00,2018.11.19 20:45:00,,,,,,,,,,,,,,,,,,39,,2018.11.19 20:46:54,1,,,,Roof Test,No,
2018.11.19 20:45:12,2018.11.19 20:45:00,,,,2018.11.19 20:45:12,Resolved QFP (Uncertain),33.384579,-111.810861,12S,3694216,424582,394,,1.1,0xC0282681,9,,,,,2018.11.19 20:46:54,1,,,,Roof Test,No,
2018.11.19 20:46:54,2018.11.19 20:46:54,,,,,,,,,,,,,,,,,,,Hit,2018.11.19 20:46:54,1,No,No,,,No,
2018.11.19 20:46:54,2018.11.19 20:46:54,4,33.38040,-111.80938,,,,,,,,,,,,,,,,,2018.11.19 20:46:54,,,,,,,
2018.11.19 21:00:00,2018.11.19 21:00:00,,,,,,,,,,,,,,,,,,40,,2018.11.19 21:16:57,1,,,,Roof Test,No,
2018.11.19 21:00:12,2018.11.19 21:00:00,,,,2018.11.19 21:00:12,Resolved QFP,33.384369,-111.811150,12S,3694193,424555,394,,1.2,0xC1282605,10,,,,,2018.11.19 21:16:57,1,,,,Roof Test,No,
2018.11.19 21:15:00,2018.11.19 21:15:00,,,,,,,,,,,,,,,,,,41,,2018.11.19 21:16:57,1,,,,Roof Test,No,
2018.11.19 21:15:17,2018.11.19 21:15:00,,,,2018.11.19 21:15:17,Resolved QFP,33.384436,-111.811010,12S,3694201,424568,402,,1.0,0xC3282285,11,,,,,2018.11.19 21:16:57,1,,,,Roof Test,No,
2018.11.19 21:16:57,2018.11.19 21:16:57,,,,,,,,,,,,,,,,,,,Hit,2018.11.19 21:16:57,1,No,No,,,No,
2018.11.19 21:16:57,2018.11.19 21:16:57,6,33.43635,-111.78542,,,,,,,,,,,,,,,,,2018.11.19 21:16:57,,,,,,,
2018.11.19 21:30:00,2018.11.19 21:30:00,,,,,,,,,,,,,,,,,,38,,2018.11.19 21:46:53,1,,,,Roof Test,No,
2018.11.19 21:30:09,2018.11.19 21:30:00,,,,2018.11.19 21:30:09,Resolved QFP,33.384411,-111.811087,12S,3694198,424561,405,,1.4,0xC1280600,7,,,,,2018.11.19 21:46:53,1,,,,Roof Test,No,
