Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704549A
Comment,
Iridium IMEI,300434063836530

Report Period Begins,2018.11.13 13:00:00
Report Period Ends,2018.11.13 15:30:47

Report File Number,1 of 1
File Coverage Begins,2018.11.13 13:00:00
File Coverage Ends,2018.11.13 15:30:47

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.13 13:00:00,2018.11.13 13:00:00,,,,,,,,,,,,,,,,,,12,,2018.11.13 13:20:36,1,,,,Roof Test,No,
2018.11.13 13:00:12,2018.11.13 13:00:00,,,,2018.11.13 13:00:12,Resolved QFP,33.384665,-111.811100,12S,3694226,424560,403,,1.3,0x51100832,8,,,,,2018.11.13 13:20:36,1,,,,Roof Test,No,
2018.11.13 13:15:00,2018.11.13 13:15:00,,,,,,,,,,,,,,,,,,8,,2018.11.13 13:20:36,1,,,,Roof Test,No,
2018.11.13 13:15:12,2018.11.13 13:15:00,,,,2018.11.13 13:15:12,Resolved QFP,33.384600,-111.811169,12S,3694219,424553,413,,1.1,0x51001832,8,,,,,2018.11.13 13:20:36,1,,,,Roof Test,No,
2018.11.13 13:20:36,2018.11.13 13:20:36,6,33.37303,-111.84930,,,,,,,,,,,,,,,,,2018.11.13 13:20:36,,,,,,,
2018.11.13 13:20:36,2018.11.13 13:20:36,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:20:36,1,No,No,,,No,
2018.11.13 13:30:00,2018.11.13 13:30:00,,,,,,,,,,,,,,,,,,6,,2018.11.13 13:50:31,1,,,,Roof Test,No,
2018.11.13 13:30:11,2018.11.13 13:30:00,,,,2018.11.13 13:30:11,Resolved QFP,33.384411,-111.811150,12S,3694198,424555,398,,0.9,0x51105812,9,,,,,2018.11.13 13:50:31,1,,,,Roof Test,No,
2018.11.13 13:45:00,2018.11.13 13:45:00,,,,,,,,,,,,,,,,,,6,,2018.11.13 13:50:31,1,,,,Roof Test,No,
2018.11.13 13:45:12,2018.11.13 13:45:00,,,,2018.11.13 13:45:12,Resolved QFP,33.384409,-111.811105,12S,3694198,424559,397,,0.9,0x51105812,9,,,,,2018.11.13 13:50:31,1,,,,Roof Test,No,
2018.11.13 13:50:31,2018.11.13 13:50:31,7,33.35027,-111.80938,,,,,,,,,,,,,,,,,2018.11.13 13:50:31,,,,,,,
2018.11.13 13:50:31,2018.11.13 13:50:31,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:50:31,1,No,No,,,No,
2018.11.13 14:00:00,2018.11.13 14:00:00,,,,,,,,,,,,,,,,,,5,,2018.11.13 14:20:36,1,,,,Roof Test,No,
2018.11.13 14:00:13,2018.11.13 14:00:00,,,,2018.11.13 14:00:13,Resolved QFP,33.384295,-111.811001,12S,3694185,424569,425,,0.8,0x53105812,10,,,,,2018.11.13 14:20:36,1,,,,Roof Test,No,
