Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704537A
Comment,
Iridium IMEI,300434063831550

Report Period Begins,2018.11.13 12:45:00
Report Period Ends,2024.07.31 12:00:44

Report File Number,1 of 1
File Coverage Begins,2018.11.13 12:45:00
File Coverage Ends,2024.07.31 12:00:44

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.13 12:45:00,2018.11.13 12:45:00,,,,,,,,,,,,,,,,,,18,,2018.11.13 13:10:59,1,,,,Roof Test,No,
2018.11.13 12:45:12,2018.11.13 12:45:00,,,,2018.11.13 12:45:12,Resolved QFP,33.384730,-111.811035,12S,3694233,424566,388,,1.5,0x51800812,7,,,,,2018.11.13 13:10:59,1,,,,Roof Test,No,
2018.11.13 13:00:00,2018.11.13 13:00:00,,,,,,,,,,,,,,,,,,10,,2018.11.13 13:10:59,1,,,,Roof Test,No,
2018.11.13 13:00:16,2018.11.13 13:00:00,,,,2018.11.13 13:00:16,Resolved QFP,33.384759,-111.811047,12S,3694236,424565,411,,1.9,0x51000812,6,,,,,2018.11.13 13:10:59,1,,,,Roof Test,No,
2018.11.13 13:10:59,2018.11.13 13:10:59,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:10:59,1,No,No,,,No,
2018.11.13 13:15:00,2018.11.13 13:15:00,,,,,,,,,,,,,,,,,,8,,2018.11.13 13:41:04,1,,,,Roof Test,No,
2018.11.13 13:15:13,2018.11.13 13:15:00,,,,2018.11.13 13:15:13,Resolved QFP (Uncertain),33.384623,-111.811202,12S,3694222,424550,415,,1.7,0x51000832,7,,,,,2018.11.13 13:41:04,1,,,,Roof Test,No,
2018.11.13 13:30:00,2018.11.13 13:30:00,,,,,,,,,,,,,,,,,,7,,2018.11.13 13:41:04,1,,,,Roof Test,No,
2018.11.13 13:30:11,2018.11.13 13:30:00,,,,2018.11.13 13:30:11,Resolved QFP,33.384510,-111.811140,12S,3694209,424556,399,,0.9,0x51105812,9,,,,,2018.11.13 13:41:04,1,,,,Roof Test,No,
2018.11.13 13:41:04,2018.11.13 13:41:04,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:41:04,1,No,No,,,No,
2018.11.13 13:41:04,2018.11.13 13:41:04,8,33.29435,-111.83332,,,,,,,,,,,,,,,,,2018.11.13 13:41:04,,,,,,,
2018.11.13 13:45:00,2018.11.13 13:45:00,,,,,,,,,,,,,,,,,,6,,2018.11.13 14:11:01,1,,,,Roof Test,No,
2018.11.13 13:45:11,2018.11.13 13:45:00,,,,2018.11.13 13:45:11,Resolved QFP,33.384452,-111.811129,12S,3694203,424557,395,,0.9,0x51105812,9,,,,,2018.11.13 14:11:01,1,,,,Roof Test,No,
2018.11.13 14:00:00,2018.11.13 14:00:00,,,,,,,,,,,,,,,,,,5,,2018.11.13 14:11:01,1,,,,Roof Test,No,
