Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704539A
Comment,
Iridium IMEI,300434063154220

Report Period Begins,2018.11.13 12:45:00
Report Period Ends,2024.07.31 08:00:21

Report File Number,1 of 1
File Coverage Begins,2018.11.13 12:45:00
File Coverage Ends,2024.07.31 08:00:21

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.13 12:45:00,2018.11.13 12:45:00,,,,,,,,,,,,,,,,,,18,,2018.11.13 13:12:46,1,,,,Roof Test,No,
2018.11.13 12:45:20,2018.11.13 12:45:00,,,,2018.11.13 12:45:20,Resolved QFP,33.384748,-111.811036,12S,3694235,424566,387,,1.3,0x11800832,7,,,,,2018.11.13 13:12:46,1,,,,Roof Test,No,
2018.11.13 13:00:00,2018.11.13 13:00:00,,,,,,,,,,,,,,,,,,11,,2018.11.13 13:12:46,1,,,,Roof Test,No,
2018.11.13 13:00:14,2018.11.13 13:00:00,,,,2018.11.13 13:00:14,Resolved QFP,33.384639,-111.810963,12S,3694223,424573,391,,1.4,0x51100832,8,,,,,2018.11.13 13:12:46,1,,,,Roof Test,No,
2018.11.13 13:12:46,2018.11.13 13:12:46,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:12:46,1,No,No,,,No,
2018.11.13 13:15:00,2018.11.13 13:15:00,,,,,,,,,,,,,,,,,,8,,2018.11.13 15:22:51,1,,,,Roof Test,No,
2018.11.13 13:15:12,2018.11.13 13:15:00,,,,2018.11.13 13:15:12,Resolved QFP,33.384576,-111.811115,12S,3694216,424558,405,,1.6,0x51100812,7,,,,,2018.11.13 15:22:51,1,,,,Roof Test,No,
2018.11.13 13:30:00,2018.11.13 13:30:00,,,,,,,,,,,,,,,,,,7,,2018.11.13 15:22:51,1,,,,Roof Test,No,
2018.11.13 13:30:11,2018.11.13 13:30:00,,,,2018.11.13 13:30:11,Resolved QFP,33.384539,-111.811093,12S,3694212,424560,407,,0.9,0x51105812,9,,,,,2018.11.13 15:22:51,1,,,,Roof Test,No,
2018.11.13 13:45:00,2018.11.13 13:45:00,,,,,,,,,,,,,,,,,,7,,2018.11.13 14:12:47,1,,,,Roof Test,No,
2018.11.13 13:45:12,2018.11.13 13:45:00,,,,2018.11.13 13:45:12,Resolved QFP,33.384455,-111.811099,12S,3694203,424560,392,,0.9,0x51105812,9,,,,,2018.11.13 14:12:47,1,,,,Roof Test,No,
2018.11.13 14:00:00,2018.11.13 14:00:00,,,,,,,,,,,,,,,,,,6,,2018.11.13 14:12:47,1,,,,Roof Test,No,
2018.11.13 14:00:10,2018.11.13 14:00:00,,,,2018.11.13 14:00:10,Resolved QFP,33.384400,-111.811168,12S,3694197,424553,418,,0.8,0x13105812,9,,,,,2018.11.13 14:12:47,1,,,,Roof Test,No,
