Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700574A
Comment,
Iridium IMEI,300434062290820

Report Period Begins,2018.02.01 18:45:51
Report Period Ends,2020.03.11 12:00:51

Report File Number,1 of 1
File Coverage Begins,2018.02.01 18:45:51
File Coverage Ends,2020.03.11 12:00:51

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.02.01 18:45:51,2018.02.01 18:45:51,,,,,,,,,,,,,,,,,,9,,2018.02.01 18:51:04,1,,,,,Yes,
2018.02.01 18:46:56,2018.02.01 18:45:51,,,,2018.02.01 18:46:56,Succeeded,62.660794,-141.602602,7V,6947941,469123,,17.41,,,,,,,,2018.02.01 18:51:04,1,,,,,Yes,
2018.02.01 18:50:51,2018.02.01 18:45:51,,,,,,,,,,,,,,,,,22,,,2018.02.01 18:51:04,1,,,,,Yes,
2018.02.01 18:51:04,2018.02.01 18:51:04,,,,,,,,,,,,,,,,,,,Hit,2018.02.01 18:51:04,1,,,,,Yes,
2018.02.01 18:51:04,2018.02.01 18:51:04,5,62.66161,-141.58405,,,,,,,,,,,,,,,,,2018.02.01 18:51:04,,,,,,,
2018.02.01 21:10:00,2018.02.01 21:00:00,,,,,,,,,,,,,,,,,67,,,2018.02.08 22:51:29,1,,,,Primary,No,
2018.02.02 07:00:00,2018.02.02 07:00:00,,,,,,,,,,,,,,,,,,10,,2018.02.08 22:51:29,1,,,,Primary,No,
2018.02.02 07:00:12,2018.02.02 07:00:00,,,,2018.02.02 07:00:12,Resolved QFP,62.666432,-141.615589,7V,6948575,468464,611,,1.3,0x51002826,8,,,,,2018.02.08 22:51:29,1,,,,Primary,No,
2018.02.02 16:00:37,2018.02.02 16:00:00,,,,2018.02.02 16:00:37,Succeeded,62.661483,-141.612048,7V,6948022,468640,,8.50,,,,37,,,,2018.02.08 22:51:29,1,,,,Primary,No,
2018.02.02 22:10:00,2018.02.02 22:00:00,,,,,,,,,,,,,,,,,117,,,2018.02.08 22:51:29,1,,,,Primary,No,
2018.02.03 08:00:00,2018.02.03 08:00:00,,,,,,,,,,,,,,,,,,-7,,2018.02.08 22:51:29,1,,,,Primary,No,
2018.02.03 08:00:07,2018.02.03 08:00:00,,,,2018.02.03 08:00:07,Resolved QFP,62.666360,-141.604954,7V,6948562,469009,620,,1.5,0x50400922,7,,,,,2018.02.08 22:51:29,1,,,,Primary,No,
2018.02.03 23:10:00,2018.02.03 23:00:00,,,,,,,,,,,,,,,,,0,,,2018.02.08 22:51:29,1,,,,Primary,No,
2018.02.04 09:00:00,2018.02.04 09:00:00,,,,,,,,,,,,,,,,,,3,,2018.02.08 22:51:29,1,,,,Primary,No,
