Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700573A
Comment,
Iridium IMEI,300434062296800

Report Period Begins,2018.02.21 20:38:52
Report Period Ends,2020.02.01 16:00:59

Report File Number,1 of 1
File Coverage Begins,2018.02.21 20:38:52
File Coverage Ends,2020.02.01 16:00:59

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.02.21 20:38:52,2018.02.21 20:38:52,,,,,,,,,,,,,,,,,,-3,,2018.02.23 16:00:37,1,,,,,Yes,
2018.02.21 20:39:47,2018.02.21 20:38:52,,,,2018.02.21 20:39:47,Succeeded,62.646812,-141.799364,7V,6946493,459023,,9.31,,,,,,,,2018.02.23 16:00:37,1,,,,,Yes,
2018.02.21 20:43:52,2018.02.21 20:38:52,,,,,,,,,,,,,,,,,9,,,2018.02.23 16:00:37,1,,,,,Yes,
2018.02.22 00:00:00,2018.02.22 00:00:00,,,,,,,,,,,,,,,,,,1,,2018.02.23 16:00:25,1,,,,Primary,No,
2018.02.22 00:00:09,2018.02.22 00:00:00,,,,2018.02.22 00:00:09,Resolved QFP,62.646111,-141.782321,7V,6946404,459895,656,,1.1,0x280054D0,8,,,,,2018.02.23 16:00:25,1,,,,Primary,No,
2018.02.22 04:00:00,2018.02.22 04:00:00,,,,,,,,,,,,,,,,,,21,,2018.02.23 16:00:25,1,,,,Primary,No,
2018.02.22 04:00:15,2018.02.22 04:00:00,,,,2018.02.22 04:00:15,Resolved QFP,62.646143,-141.782306,7V,6946408,459896,660,,1.3,0x81850822,8,,,,,2018.02.23 16:00:25,1,,,,Primary,No,
2018.02.22 08:00:00,2018.02.22 08:00:00,,,,,,,,,,,,,,,,,,24,,2018.02.23 16:00:25,1,,,,Primary,No,
2018.02.22 08:00:07,2018.02.22 08:00:00,,,,2018.02.22 08:00:07,Resolved QFP,62.643886,-141.767730,7V,6946147,460640,658,,1.1,0x53108012,8,,,,,2018.02.23 16:00:25,1,,,,Primary,No,
2018.02.22 12:00:00,2018.02.22 12:00:00,,,,,,,,,,,,,,,,,,-2,,2018.02.23 16:00:25,1,,,,Primary,No,
2018.02.22 12:00:12,2018.02.22 12:00:00,,,,2018.02.22 12:00:12,Resolved QFP,62.623657,-141.785882,7V,6943905,459682,656,,3.5,0x04184280,6,,,,,2018.02.23 16:00:25,1,,,,Primary,No,
2018.02.22 16:00:00,2018.02.22 16:00:00,,,,,,,,,,,,,,,,,,2,,2018.02.23 16:00:25,1,,,,Primary,No,
2018.02.22 16:00:07,2018.02.22 16:00:00,,,,2018.02.22 16:00:07,Resolved QFP,62.615057,-141.835312,7V,6942979,457134,668,,1.1,0xC1250401,8,,,,,2018.02.23 16:00:25,1,,,,Primary,No,
2018.02.22 17:10:00,2018.02.22 17:00:00,,,,,,,,,,,,,,,,,168,,,2018.02.23 16:00:25,1,,,,Primary,No,
