Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700542A
Comment,
Iridium IMEI,300434062290800

Report Period Begins,2018.03.27 00:00:00
Report Period Ends,2018.12.18 13:16:18

Report File Number,1 of 1
File Coverage Begins,2018.03.27 00:00:00
File Coverage Ends,2018.12.18 13:16:18

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.03.27 00:00:00,2018.03.27 00:00:00,,,,,,,,,,,,,,,,,,1,,2018.03.28 16:00:20,1,,,,Primary,No,
2018.03.27 00:00:06,2018.03.27 00:00:00,,,,2018.03.27 00:00:06,Resolved QFP,67.830375,-149.813544,6W,7526647,381554,578,,0.8,0x00855E01,9,,,,,2018.03.28 16:00:20,1,,,,Primary,No,
2018.03.27 00:10:00,2018.03.27 00:00:00,,,,,,,,,,,,,,,,,120,,,2018.03.28 16:00:20,1,,,,Primary,No,
2018.03.27 04:00:00,2018.03.27 04:00:00,,,,,,,,,,,,,,,,,,-1,,2018.03.28 16:00:20,1,,,,Primary,No,
2018.03.27 04:00:08,2018.03.27 04:00:00,,,,2018.03.27 04:00:08,Resolved QFP,67.814805,-149.796936,6W,7524881,382174,846,,1.3,0x51002822,7,,,,,2018.03.28 16:00:20,1,,,,Primary,No,
2018.03.27 08:00:00,2018.03.27 08:00:00,,,,,,,,,,,,,,,,,,-17,,2018.03.28 16:00:20,1,,,,Primary,No,
2018.03.27 08:00:04,2018.03.27 08:00:00,,,,2018.03.27 08:00:04,Resolved QFP,67.829496,-149.858555,6W,7526636,379656,540,,1.0,0x0618C210,8,,,,,2018.03.28 16:00:20,1,,,,Primary,No,
2018.03.27 12:00:00,2018.03.27 12:00:00,,,,,,,,,,,,,,,,,,-1,,2018.03.28 16:00:20,1,,,,Primary,No,
2018.03.27 12:00:07,2018.03.27 12:00:00,,,,2018.03.27 12:00:07,Resolved QFP,67.847992,-149.878522,6W,7528735,378911,828,,1.2,0x80A22681,9,,,,,2018.03.28 16:00:20,1,,,,Primary,No,
2018.03.27 16:00:00,2018.03.27 16:00:00,,,,,,,,,,,,,,,,,,16,,2018.03.28 16:00:20,1,,,,Primary,No,
2018.03.27 16:00:08,2018.03.27 16:00:00,,,,2018.03.27 16:00:08,Resolved QFP,67.819498,-149.842094,6W,7525490,380297,515,,1.0,0x43600122,8,,,,,2018.03.28 16:00:20,1,,,,Primary,No,
2018.03.27 20:00:00,2018.03.27 20:00:00,,,,,,,,,,,,,,,,,,28,,2018.03.28 16:00:20,1,,,,Primary,No,
2018.03.27 20:00:07,2018.03.27 20:00:00,,,,2018.03.27 20:00:07,Resolved QFP,67.819388,-149.842232,6W,7525478,380291,510,,1.1,0x2C0801C0,7,,,,,2018.03.28 16:00:20,1,,,,Primary,No,
