Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700518A
Comment,
Iridium IMEI,300434062985170

Report Period Begins,2018.03.28 20:18:30
Report Period Ends,2019.07.10 12:02:08

Report File Number,1 of 1
File Coverage Begins,2018.03.28 20:18:30
File Coverage Ends,2019.07.10 12:02:08

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.03.28 20:18:30,2018.03.28 20:18:30,,,,,,,,,,,,,,,,,,4,,2018.03.28 20:23:41,1,,,,,Yes,
2018.03.28 20:19:25,2018.03.28 20:18:30,,,,2018.03.28 20:19:25,Succeeded,65.256969,-157.138868,4W,7238376,586911,,26.39,,,,,,,,2018.03.28 20:23:41,1,,,,,Yes,
2018.03.28 20:23:30,2018.03.28 20:18:30,,,,,,,,,,,,,,,,,2,,,2018.03.28 20:23:41,1,,,,,Yes,
2018.03.28 20:23:41,2018.03.28 20:23:41,,,,,,,,,,,,,,,,,,,Hit,2018.03.28 20:23:41,1,,,,,Yes,
2018.03.28 20:23:41,2018.03.28 20:23:41,3,65.28319,-157.19546,,,,,,,,,,,,,,,,,2018.03.28 20:23:41,,,,,,,
2018.03.29 00:00:00,2018.03.29 00:00:00,,,,,,,,,,,,,,,,,,11,,2018.03.30 16:00:27,1,,,,Primary,No,
2018.03.29 00:00:09,2018.03.29 00:00:00,,,,2018.03.29 00:00:09,Resolved QFP,65.258916,-157.121335,4W,7238617,587723,77,,0.8,0x88855C01,10,,,,,2018.03.30 16:00:27,1,,,,Primary,No,
2018.03.29 02:10:00,2018.03.29 02:00:00,,,,,,,,,,,,,,,,,7,,,2018.03.30 16:00:27,1,,,,Primary,No,
2018.03.29 04:00:00,2018.03.29 04:00:00,,,,,,,,,,,,,,,,,,16,,2018.03.30 16:00:27,1,,,,Primary,No,
2018.03.29 04:00:10,2018.03.29 04:00:00,,,,2018.03.29 04:00:10,Resolved QFP,65.233353,-157.069446,4W,7235842,590232,104,,1.7,0x51000822,6,,,,,2018.03.30 16:00:27,1,,,,Primary,No,
2018.03.29 08:00:00,2018.03.29 08:00:00,,,,,,,,,,,,,,,,,,23,,2018.03.30 16:00:27,1,,,,Primary,No,
2018.03.29 08:00:10,2018.03.29 08:00:00,,,,2018.03.29 08:00:10,Resolved QFP,65.227358,-157.078270,4W,7235162,589840,103,,1.4,0x2418D0C0,9,,,,,2018.03.30 16:00:27,1,,,,Primary,No,
2018.03.29 12:00:00,2018.03.29 12:00:00,,,,,,,,,,,,,,,,,,11,,2018.03.30 16:00:27,1,,,,Primary,No,
2018.03.29 12:00:06,2018.03.29 12:00:00,,,,2018.03.29 12:00:06,Resolved QFP,65.227241,-157.078217,4W,7235149,589843,82,,1.2,0x08230681,8,,,,,2018.03.30 16:00:27,1,,,,Primary,No,
