Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700522A
Comment,
Iridium IMEI,300434062294800

Report Period Begins,2018.03.24 21:05:11
Report Period Ends,2021.01.03 07:54:30

Report File Number,1 of 1
File Coverage Begins,2018.03.24 21:05:11
File Coverage Ends,2021.01.03 07:54:30

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.03.24 21:05:11,2018.03.24 21:05:11,,,,,,,,,,,,,,,,,,-2,,2018.03.24 21:10:22,1,,,,,Yes,
2018.03.24 21:06:07,2018.03.24 21:05:11,,,,2018.03.24 21:06:07,Succeeded,65.256972,-157.138886,4W,7238376,586910,,9.63,,,,,,,,2018.03.24 21:10:22,1,,,,,Yes,
2018.03.24 21:10:11,2018.03.24 21:05:11,,,,,,,,,,,,,,,,,19,,,2018.03.24 21:10:22,1,,,,,Yes,
2018.03.24 21:10:22,2018.03.24 21:10:22,5,65.28319,-157.19546,,,,,,,,,,,,,,,,,2018.03.24 21:10:22,,,,,,,
2018.03.24 21:10:22,2018.03.24 21:10:22,,,,,,,,,,,,,,,,,,,Hit,2018.03.24 21:10:22,1,,,,,Yes,
2018.03.24 22:10:00,2018.03.24 22:00:00,,,,,,,,,,,,,,,,,33,,,2018.03.26 16:00:18,1,,,,Primary,No,
2018.03.25 00:00:00,2018.03.25 00:00:00,,,,,,,,,,,,,,,,,,28,,2018.03.26 16:00:18,1,,,,Primary,No,
2018.03.25 00:00:09,2018.03.25 00:00:00,,,,2018.03.25 00:00:09,Resolved QFP,65.257964,-157.138317,4W,7238487,586933,82,,0.9,0x08855C01,9,,,,,2018.03.26 16:00:18,1,,,,Primary,No,
2018.03.25 04:00:00,2018.03.25 04:00:00,,,,,,,,,,,,,,,,,,13,,2018.03.26 16:00:18,1,,,,Primary,No,
2018.03.25 04:00:13,2018.03.25 04:00:00,,,,2018.03.25 04:00:13,Resolved QFP,65.259653,-157.127389,4W,7238691,587438,102,,1.6,0x51402022,7,,,,,2018.03.26 16:00:18,1,,,,Primary,No,
2018.03.25 08:00:00,2018.03.25 08:00:00,,,,,,,,,,,,,,,,,,30,,2018.03.26 16:00:18,1,,,,Primary,No,
2018.03.25 08:00:13,2018.03.25 08:00:00,,,,2018.03.25 08:00:13,Resolved QFP,65.258771,-157.126672,4W,7238594,587474,99,,1.1,0x06188240,7,,,,,2018.03.26 16:00:18,1,,,,Primary,No,
2018.03.25 12:00:00,2018.03.25 12:00:00,,,,,,,,,,,,,,,,,,28,,2018.03.26 16:00:18,1,,,,Primary,No,
2018.03.25 12:00:08,2018.03.25 12:00:00,,,,2018.03.25 12:00:08,Resolved QFP,65.259899,-157.121207,4W,7238727,587726,92,,1.3,0x84A20681,9,,,,,2018.03.26 16:00:18,1,,,,Primary,No,
