Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700532A
Comment,
Iridium IMEI,300434062298810

Report Period Begins,2018.03.23 17:40:18
Report Period Ends,2021.01.22 12:01:55

Report File Number,1 of 1
File Coverage Begins,2018.03.23 17:40:18
File Coverage Ends,2021.01.22 12:01:55

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.03.23 17:40:18,2018.03.23 17:40:18,,,,,,,,,,,,,,,,,,-5,,2018.03.24 01:45:50,1,,,,,Yes,
2018.03.23 17:41:06,2018.03.23 17:40:18,,,,2018.03.23 17:41:06,Succeeded,66.800198,-151.597667,5W,7409800,561642,,9.84,,,,,,,,2018.03.24 01:45:50,1,,,,,Yes,
2018.03.23 17:45:18,2018.03.23 17:40:18,,,,,,,,,,,,,,,,,0,,,2018.03.24 01:45:50,1,,,,,Yes,
2018.03.23 20:00:00,2018.03.23 20:00:00,,,,,,,,,,,,,,,,,,24,,2018.03.25 12:00:23,1,,,,Primary,No,
2018.03.23 20:00:08,2018.03.23 20:00:00,,,,2018.03.23 20:00:08,Resolved QFP,66.798032,-151.594532,5W,7409562,561786,200,,0.9,0x2C1081D0,9,,,,,2018.03.25 12:00:23,1,,,,Primary,No,
2018.03.23 21:10:00,2018.03.23 21:00:00,,,,,,,,,,,,,,,,,1,,,2018.03.25 12:00:23,1,,,,Primary,No,
2018.03.24 00:00:00,2018.03.24 00:00:00,,,,,,,,,,,,,,,,,,11,,2018.03.25 12:00:23,1,,,,Primary,No,
2018.03.24 00:00:06,2018.03.24 00:00:00,,,,2018.03.24 00:00:06,Resolved QFP,66.776266,-151.629292,5W,7407102,560311,174,,1.2,0x08870601,8,,,,,2018.03.25 12:00:23,1,,,,Primary,No,
2018.03.24 01:45:50,2018.03.24 01:45:50,3,66.77124,-151.68693,,,,,,,,,,,,,,,,,2018.03.24 01:45:50,,,,,,,
2018.03.24 01:45:50,2018.03.24 01:45:50,,,,,,,,,,,,,,,,,,,Hit,2018.03.24 01:45:50,1,,,,,Yes,
2018.03.24 04:00:00,2018.03.24 04:00:00,,,,,,,,,,,,,,,,,,6,,2018.03.25 12:00:23,1,,,,Primary,No,
2018.03.24 04:00:12,2018.03.24 04:00:00,,,,2018.03.24 04:00:12,Resolved QFP,66.735425,-151.702828,5W,7402481,557171,153,,1.4,0x51002822,7,,,,,2018.03.25 12:00:23,1,,,,Primary,No,
2018.03.24 08:00:00,2018.03.24 08:00:00,,,,,,,,,,,,,,,,,,12,,2018.03.25 12:00:23,1,,,,Primary,No,
2018.03.24 08:00:11,2018.03.24 08:00:00,,,,2018.03.24 08:00:11,Resolved QFP,66.703762,-151.689929,5W,7398964,557813,174,,1.2,0x16189050,9,,,,,2018.03.25 12:00:23,1,,,,Primary,No,
