Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700533A
Comment,
Iridium IMEI,300434062293820

Report Period Begins,2018.03.16 17:38:26
Report Period Ends,2021.01.06 19:04:18

Report File Number,1 of 1
File Coverage Begins,2018.03.16 17:38:26
File Coverage Ends,2021.01.06 19:04:18

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.03.16 17:38:26,2018.03.16 17:38:26,,,,,,,,,,,,,,,,,,-7,,2018.03.16 21:43:42,1,,,,,Yes,
2018.03.16 17:39:07,2018.03.16 17:38:26,,,,2018.03.16 17:39:07,Succeeded,66.800300,-151.597669,5W,7409812,561642,,8.99,,,,,,,,2018.03.16 21:43:42,1,,,,,Yes,
2018.03.16 17:43:26,2018.03.16 17:38:26,,,,,,,,,,,,,,,,,0,,,2018.03.16 21:43:42,1,,,,,Yes,
2018.03.16 20:00:00,2018.03.16 20:00:00,,,,,,,,,,,,,,,,,,0,,2018.03.18 20:00:53,1,,,,Primary,No,
2018.03.16 20:00:13,2018.03.16 20:00:00,,,,2018.03.16 20:00:13,Resolved QFP,66.800100,-151.597415,5W,7409790,561654,199,,1.6,0x20081152,7,,,,,2018.03.18 20:00:53,1,,,,Primary,No,
2018.03.16 21:43:42,2018.03.16 21:43:42,3,66.80027,-151.64377,,,,,,,,,,,,,,,,,2018.03.16 21:43:42,,,,,,,
2018.03.16 21:43:42,2018.03.16 21:43:42,,,,,,,,,,,,,,,,,,,Hit,2018.03.16 21:43:42,1,,,,,Yes,
2018.03.17 00:00:00,2018.03.17 00:00:00,,,,,,,,,,,,,,,,,,22,,2018.03.18 20:00:53,1,,,,Primary,No,
2018.03.17 00:00:10,2018.03.17 00:00:00,,,,2018.03.17 00:00:10,Resolved QFP,66.797969,-151.594463,5W,7409555,561789,213,,0.8,0x28855601,10,,,,,2018.03.18 20:00:53,1,,,,Primary,No,
2018.03.17 04:00:00,2018.03.17 04:00:00,,,,,,,,,,,,,,,,,,21,,2018.03.18 20:00:53,1,,,,Primary,No,
2018.03.17 04:00:08,2018.03.17 04:00:00,,,,2018.03.17 04:00:08,Resolved QFP,66.792233,-151.584802,5W,7408925,562228,193,,1.2,0xD1040022,7,,,,,2018.03.18 20:00:53,1,,,,Primary,No,
2018.03.17 08:00:00,2018.03.17 08:00:00,,,,,,,,,,,,,,,,,,6,,2018.03.18 20:00:53,1,,,,Primary,No,
2018.03.17 08:00:09,2018.03.17 08:00:00,,,,2018.03.17 08:00:09,Resolved QFP,66.814710,-151.577310,5W,7411438,562500,222,,1.2,0x0618D050,9,,,,,2018.03.18 20:00:53,1,,,,Primary,No,
2018.03.17 12:00:00,2018.03.17 12:00:00,,,,,,,,,,,,,,,,,,-4,,2018.03.18 20:00:53,1,,,,Primary,No,
