Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704548A
Comment,
Iridium IMEI,300434063150320

Report Period Begins,2018.11.13 13:00:00
Report Period Ends,2018.11.13 15:18:33

Report File Number,1 of 1
File Coverage Begins,2018.11.13 13:00:00
File Coverage Ends,2018.11.13 15:18:33

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.13 13:00:00,2018.11.13 13:00:00,,,,,,,,,,,,,,,,,,12,,2018.11.13 13:18:29,1,,,,Roof Test,No,
2018.11.13 13:00:12,2018.11.13 13:00:00,,,,2018.11.13 13:00:12,Resolved QFP,33.384579,-111.811068,12S,3694217,424563,395,,1.7,0x51000832,7,,,,,2018.11.13 13:18:29,1,,,,Roof Test,No,
2018.11.13 13:15:00,2018.11.13 13:15:00,,,,,,,,,,,,,,,,,,8,,2018.11.13 13:18:29,1,,,,Roof Test,No,
2018.11.13 13:15:11,2018.11.13 13:15:00,,,,2018.11.13 13:15:11,Resolved QFP,33.384460,-111.811109,12S,3694203,424559,400,,1.4,0x51100832,8,,,,,2018.11.13 13:18:29,1,,,,Roof Test,No,
2018.11.13 13:18:29,2018.11.13 13:18:29,4,33.38040,-111.80938,,,,,,,,,,,,,,,,,2018.11.13 13:18:29,,,,,,,
2018.11.13 13:18:29,2018.11.13 13:18:29,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:18:29,1,No,No,,,No,
2018.11.13 13:30:00,2018.11.13 13:30:00,,,,,,,,,,,,,,,,,,7,,2018.11.13 13:48:32,1,,,,Roof Test,No,
2018.11.13 13:30:12,2018.11.13 13:30:00,,,,2018.11.13 13:30:12,Resolved QFP,33.384424,-111.811141,12S,3694199,424556,397,,0.9,0x51105812,9,,,,,2018.11.13 13:48:32,1,,,,Roof Test,No,
2018.11.13 13:45:00,2018.11.13 13:45:00,,,,,,,,,,,,,,,,,,6,,2018.11.13 13:48:32,1,,,,Roof Test,No,
2018.11.13 13:45:15,2018.11.13 13:45:00,,,,2018.11.13 13:45:15,Resolved QFP,33.384355,-111.811128,12S,3694192,424557,410,,1.2,0x51105810,8,,,,,2018.11.13 13:48:32,1,,,,Roof Test,No,
2018.11.13 13:48:32,2018.11.13 13:48:32,4,33.33185,-111.79342,,,,,,,,,,,,,,,,,2018.11.13 13:48:32,,,,,,,
2018.11.13 13:48:32,2018.11.13 13:48:32,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:48:32,1,No,No,,,No,
2018.11.13 14:00:00,2018.11.13 14:00:00,,,,,,,,,,,,,,,,,,5,,2018.11.13 14:18:32,1,,,,Roof Test,No,
2018.11.13 14:00:12,2018.11.13 14:00:00,,,,2018.11.13 14:00:12,Resolved QFP,33.384225,-111.811196,12S,3694177,424551,423,,1.0,0x13105810,8,,,,,2018.11.13 14:18:32,1,,,,Roof Test,No,
