Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700529A
Comment,
Iridium IMEI,300434062294810

Report Period Begins,2018.03.21 00:00:00
Report Period Ends,2021.04.24 08:29:52

Report File Number,1 of 1
File Coverage Begins,2018.03.21 00:00:00
File Coverage Ends,2021.04.24 08:29:52

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.03.21 00:00:00,2018.03.21 00:00:00,,,,,,,,,,,,,,,,,,16,,2018.03.23 16:00:36,1,,,,Primary,No,
2018.03.21 00:00:08,2018.03.21 00:00:00,,,,2018.03.21 00:00:08,Resolved QFP,67.770626,-149.785902,6W,7519938,382417,488,,0.8,0x08855601,9,,,,,2018.03.23 16:00:36,1,,,,Primary,No,
2018.03.21 04:00:00,2018.03.21 04:00:00,,,,,,,,,,,,,,,,,,8,,2018.03.23 16:00:36,1,,,,Primary,No,
2018.03.21 04:00:09,2018.03.21 04:00:00,,,,2018.03.21 04:00:09,Resolved QFP,67.773704,-149.783330,6W,7520276,382541,494,,1.3,0x51002822,7,,,,,2018.03.23 16:00:36,1,,,,Primary,No,
2018.03.21 08:00:00,2018.03.21 08:00:00,,,,,,,,,,,,,,,,,,32,,2018.03.23 16:00:36,1,,,,Primary,No,
2018.03.21 12:00:00,2018.03.21 12:00:00,,,,,,,,,,,,,,,,,,31,,2018.03.23 16:00:36,1,,,,Primary,No,
2018.03.21 16:00:00,2018.03.21 16:00:00,,,,,,,,,,,,,,,,,,-8,,2018.03.23 16:00:36,1,,,,Primary,No,
2018.03.21 16:00:07,2018.03.21 16:00:00,,,,2018.03.21 16:00:07,Resolved QFP,67.768203,-149.747723,6W,7519596,384016,746,,1.3,0x41450124,8,,,,,2018.03.23 16:00:36,1,,,,Primary,No,
2018.03.21 19:10:00,2018.03.21 19:00:00,,,,,,,,,,,,,,,,,2,,,2018.03.23 16:00:36,1,,,,Primary,No,
2018.03.21 20:00:00,2018.03.21 20:00:00,,,,,,,,,,,,,,,,,,25,,2018.03.23 16:00:36,1,,,,Primary,No,
2018.03.21 20:00:11,2018.03.21 20:00:00,,,,2018.03.21 20:00:11,Resolved QFP,67.763281,-149.724785,6W,7519005,384959,827,,3.0,0x28001150,6,,,,,2018.03.23 16:00:36,1,,,,Primary,No,
2018.03.22 00:00:00,2018.03.22 00:00:00,,,,,,,,,,,,,,,,,,-2,,2018.03.23 16:00:36,1,,,,Primary,No,
2018.03.22 00:00:07,2018.03.22 00:00:00,,,,2018.03.22 00:00:07,Resolved QFP,67.755740,-149.749489,6W,7518211,383879,532,,1.0,0x08870601,8,,,,,2018.03.23 16:00:36,1,,,,Primary,No,
2018.03.22 04:00:00,2018.03.22 04:00:00,,,,,,,,,,,,,,,,,,2,,2018.03.23 16:00:36,1,,,,Primary,No,
