Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704697A
Comment,
Iridium IMEI,300434063240030

Report Period Begins,2018.11.19 20:30:00
Report Period Ends,2021.04.16 12:00:47

Report File Number,1 of 1
File Coverage Begins,2018.11.19 20:30:00
File Coverage Ends,2021.04.16 12:00:47

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.19 20:30:00,2018.11.19 20:30:00,,,,,,,,,,,,,,,,,,35,,2018.11.19 20:47:44,1,,,,Roof Test,No,
2018.11.19 20:30:13,2018.11.19 20:30:00,,,,2018.11.19 20:30:13,Resolved QFP,33.384328,-111.811179,12S,3694189,424552,395,,0.9,0xC5202601,9,,,,,2018.11.19 20:47:44,1,,,,Roof Test,No,
2018.11.19 20:45:00,2018.11.19 20:45:00,,,,,,,,,,,,,,,,,,39,,2018.11.19 20:47:44,1,,,,Roof Test,No,
2018.11.19 20:45:10,2018.11.19 20:45:00,,,,2018.11.19 20:45:10,Resolved QFP,33.384314,-111.811177,12S,3694187,424552,406,,1.5,0xC1282601,9,,,,,2018.11.19 20:47:44,1,,,,Roof Test,No,
2018.11.19 20:47:44,2018.11.19 20:47:44,,,,,,,,,,,,,,,,,,,Hit,2018.11.19 20:47:44,1,No,No,,,No,
2018.11.19 20:47:44,2018.11.19 20:47:44,3,33.38778,-111.76945,,,,,,,,,,,,,,,,,2018.11.19 20:47:44,,,,,,,
2018.11.19 21:00:00,2018.11.19 21:00:00,,,,,,,,,,,,,,,,,,40,,2018.11.19 21:17:43,1,,,,Roof Test,No,
2018.11.19 21:00:10,2018.11.19 21:00:00,,,,2018.11.19 21:00:10,Resolved QFP,33.384291,-111.811162,12S,3694185,424554,402,,1.2,0xC1202E05,10,,,,,2018.11.19 21:17:43,1,,,,Roof Test,No,
2018.11.19 21:15:00,2018.11.19 21:15:00,,,,,,,,,,,,,,,,,,41,,2018.11.19 21:17:43,1,,,,Roof Test,No,
2018.11.19 21:15:12,2018.11.19 21:15:00,,,,2018.11.19 21:15:12,Resolved QFP,33.384402,-111.811078,12S,3694197,424562,405,,0.8,0xC3282685,12,,,,,2018.11.19 21:17:43,1,,,,Roof Test,No,
2018.11.19 21:17:43,2018.11.19 21:17:43,,,,,,,,,,,,,,,,,,,Hit,2018.11.19 21:17:43,1,No,No,,,No,
2018.11.19 21:17:43,2018.11.19 21:17:43,7,33.38040,-111.80938,,,,,,,,,,,,,,,,,2018.11.19 21:17:43,,,,,,,
2018.11.19 21:30:00,2018.11.19 21:30:00,,,,,,,,,,,,,,,,,,39,,2018.11.19 21:47:40,1,,,,Roof Test,No,
2018.11.19 21:30:11,2018.11.19 21:30:00,,,,2018.11.19 21:30:11,Resolved QFP,33.384413,-111.811123,12S,3694198,424558,400,,1.0,0xC3200405,8,,,,,2018.11.19 21:47:40,1,,,,Roof Test,No,
