Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704785A
Comment,
Iridium IMEI,300434063156320

Report Period Begins,2018.11.29 17:00:00
Report Period Ends,2024.08.02 12:00:33

Report File Number,1 of 1
File Coverage Begins,2018.11.29 17:00:00
File Coverage Ends,2024.08.02 12:00:33

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.29 17:00:00,2018.11.29 17:00:00,,,,,,,,,,,,,,,,,,23,,2018.11.29 17:29:29,1,,,,Roof Test,No,
2018.11.29 17:00:11,2018.11.29 17:00:00,,,,2018.11.29 17:00:11,Resolved QFP,33.384358,-111.811067,12S,3694192,424563,417,,2.1,0x94080280,6,,,,,2018.11.29 17:29:29,1,,,,Roof Test,No,
2018.11.29 17:15:00,2018.11.29 17:15:00,,,,,,,,,,,,,,,,,,24,,2018.11.29 17:29:29,1,,,,Roof Test,No,
2018.11.29 17:15:11,2018.11.29 17:15:00,,,,2018.11.29 17:15:11,Resolved QFP,33.384439,-111.811062,12S,3694201,424563,407,,2.3,0x84180280,6,,,,,2018.11.29 17:29:29,1,,,,Roof Test,No,
2018.11.29 17:29:29,2018.11.29 17:29:29,,,,,,,,,,,,,,,,,,,Hit,2018.11.29 17:29:29,1,No,No,,,No,
2018.11.29 17:29:29,2018.11.29 17:29:29,4,33.38040,-111.80938,,,,,,,,,,,,,,,,,2018.11.29 17:29:29,,,,,,,
2018.11.29 17:30:00,2018.11.29 17:30:00,,,,,,,,,,,,,,,,,,26,,2018.11.29 17:59:29,1,,,,Roof Test,No,
2018.11.29 17:30:12,2018.11.29 17:30:00,,,,2018.11.29 17:30:12,Resolved QFP,33.384431,-111.811123,12S,3694200,424558,396,,1.3,0x84980280,7,,,,,2018.11.29 17:59:29,1,,,,Roof Test,No,
2018.11.29 17:45:00,2018.11.29 17:45:00,,,,,,,,,,,,,,,,,,29,,2018.11.29 17:59:29,1,,,,Roof Test,No,
2018.11.29 17:45:16,2018.11.29 17:45:00,,,,2018.11.29 17:45:16,Resolved QFP,33.384433,-111.811099,12S,3694200,424560,401,,1.4,0x84980280,7,,,,,2018.11.29 17:59:29,1,,,,Roof Test,No,
2018.11.29 17:59:29,2018.11.29 17:59:29,,,,,,,,,,,,,,,,,,,Hit,2018.11.29 17:59:29,1,No,No,,,No,
2018.11.29 17:59:29,2018.11.29 17:59:29,8,33.42897,-111.82537,,,,,,,,,,,,,,,,,2018.11.29 17:59:29,,,,,,,
2018.11.29 18:00:00,2018.11.29 18:00:00,,,,,,,,,,,,,,,,,,28,,2018.11.29 18:29:29,1,,,,Roof Test,No,
2018.11.29 18:00:13,2018.11.29 18:00:00,,,,2018.11.29 18:00:13,Resolved QFP,33.384403,-111.811070,12S,3694197,424562,404,,1.4,0x84980200,6,,,,,2018.11.29 18:29:29,1,,,,Roof Test,No,
